source	target	Spearman	P_value	FDR
otu_860	otu_883	0.7228259694894709	3.177313613234034e-4	0.006760590803109438
otu_207	otu_894	0.7227447252834437	3.1846539976321253e-4	0.006771883802916224
otu_287	otu_45	0.722735511026228	3.185487414487653e-4	0.006771883802916224
otu_559	otu_580	0.722735511026228	3.185487414487653e-4	0.006771883802916224
otu_148	otu_352	0.7226755019255949	3.1909197049850846e-4	0.006781398051290041
otu_164	otu_29	0.722567287784679	3.200735693211776e-4	0.006800220113671398
otu_734	otu_777	0.7225548355202626	3.201866874444903e-4	0.006800584854454807
otu_430	otu_860	-0.7225148731986508	3.205499410197099e-4	0.006806260521184229
otu_350	otu_670	0.7224588155241504	3.210600918035489e-4	0.006815050933413696
otu_299	otu_346	-0.7224169269169668	0.00032144174919412905	0.006817183090515677
otu_299	otu_643	-0.7224169269169668	0.00032144174919412905	0.006817183090515677
otu_296	otu_783	0.72241612135897	3.2144909261955235e-4	0.006817183090515677
otu_22	otu_344	0.7222692934985032	3.2278995879408967e-4	0.006843571977113341
otu_254	otu_575	-0.7222223242711086	3.2321989798278494e-4	0.006850638005211682
otu_217	otu_317	0.7221933585948129	3.234852824960388e-4	0.00685421311874118
otu_261	otu_719	-0.7221723577236856	3.2367780932629486e-4	0.006856242801497452
otu_573	otu_805	0.7221472686012042	3.2390794350267704e-4	0.006859067643769267
otu_325	otu_9	-0.7221028367809202	3.243158440469074e-4	0.006865654050976286
otu_284	otu_609	0.7220665784900872	3.246490329398277e-4	0.006867857853538645
otu_512	otu_898	-0.7220559560849455	3.24746700822498e-4	0.006867857853538645
otu_230	otu_794	0.7220482901096961	3.2481720131993796e-4	0.006867857853538645
otu_721	otu_848	0.7220428597707281	3.248671495779121e-4	0.006867857853538645
otu_462	otu_881	0.7220388055965186	3.249044441406834e-4	0.006867857853538645
otu_312	otu_751	0.7219692574531271	3.255447897168029e-4	0.006879341835410889
otu_643	otu_773	0.7219123810154305	3.260692633193507e-4	0.006888371119827809
otu_482	otu_622	0.7219009232179185	3.261750059999624e-4	0.006888551765570124
otu_330	otu_734	0.7218248315967527	3.268779886191897e-4	0.006899144490457568
otu_184	otu_312	0.7218137887319129	3.26980116830633e-4	0.006899144490457568
otu_746	otu_816	0.7218137887319129	3.26980116830633e-4	0.006899144490457568
otu_653	otu_711	0.7218045112781954	3.27065938934723e-4	0.006899144490457568
otu_319	otu_874	0.7217010240955825	3.2802456081393316e-4	0.006914697651811312
otu_191	otu_730	0.721699741040357	3.2803646101697836e-4	0.006914697651811312
otu_493	otu_801	0.7216828125375128	3.281935055687857e-4	0.006914697651811312
otu_727	otu_863	0.7216828125375128	3.281935055687857e-4	0.006914697651811312
otu_175	otu_738	0.7216566376099401	3.2843645470626015e-4	0.006916250439833859
otu_592	otu_67	0.7216538464469423	3.284623706258927e-4	0.006916250439833859
otu_587	otu_759	0.7214731081802532	3.3014423846688956e-4	0.006949599954136996
otu_209	otu_531	0.7214618221523341	3.302495041141995e-4	0.0069497517380041575
otu_345	otu_765	0.721420307007999	3.306369652316121e-4	0.006952380427563073
otu_560	otu_69	0.7214064063100175	3.307667870893205e-4	0.006952380427563073
otu_562	otu_678	0.7214064063100175	3.307667870893205e-4	0.006952380427563073
otu_789	otu_872	0.7214064063100175	3.307667870893205e-4	0.006952380427563073
otu_207	otu_317	0.7213863602604347	3.309540783142939e-4	0.00695425474491666
otu_654	otu_834	0.7213183357000785	3.315903090332917e-4	0.006963494738679579
otu_659	otu_777	0.7213183357000785	3.315903090332917e-4	0.006963494738679579
otu_580	otu_765	0.7212643678160919	3.320958095529569e-4	0.006972044608375407
otu_387	otu_444	0.7212275661858365	3.3244089557449286e-4	0.006975157168365233
otu_417	otu_79	0.7212275661858365	3.3244089557449286e-4	0.006975157168365233
otu_198	otu_280	0.7212012302687457	3.3268803297570315e-4	0.006978276716539194
otu_142	otu_352	0.7211887624733608	3.328050859123799e-4	0.006978666647670366
otu_352	otu_573	0.7211492601052663	3.331761826514956e-4	0.006984381875660279
otu_565	otu_881	0.7210898795512354	3.337346843168554e-4	0.006991953735040332
otu_751	otu_869	0.7210898795512354	3.337346843168554e-4	0.006991953735040332
otu_759	otu_898	0.7210665374274592	3.339544461780086e-4	0.006994490344950513
otu_115	otu_295	0.7210281982965754	3.343156697730443e-4	0.006997008703526157
otu_276	otu_512	-0.7209909833616976	3.3466661983871937e-4	0.006997008703526157
otu_29	otu_406	0.7209909833616976	3.3466661983871937e-4	0.006997008703526157
otu_31	otu_48	0.7209909833616976	3.3466661983871937e-4	0.006997008703526157
otu_676	otu_751	0.7209693400349793	3.3487086845918057e-4	0.006997008703526157
otu_276	otu_843	0.7209308157570906	3.352346858713773e-4	0.006997008703526157
otu_359	otu_432	0.7209308157570906	3.352346858713773e-4	0.006997008703526157
otu_359	otu_885	0.7209308157570906	3.352346858713773e-4	0.006997008703526157
otu_531	otu_577	0.7209308157570906	3.352346858713773e-4	0.006997008703526157
otu_541	otu_843	0.7209308157570906	3.352346858713773e-4	0.006997008703526157
otu_206	otu_296	0.7209271619221995	3.3526920961368667e-4	0.006997008703526157
otu_346	otu_655	0.7209271619221995	3.3526920961368667e-4	0.006997008703526157
otu_808	otu_862	0.7209177588252287	3.3535806995144135e-4	0.006997008703526157
otu_452	otu_677	0.7208885625950239	3.356341055715806e-4	0.0069987771931022845
otu_526	otu_735	0.7208832940970631	3.356839371768672e-4	0.0069987771931022845
otu_40	otu_435	0.7208584314950945	3.3591918291087097e-4	0.0069987771931022845
otu_161	otu_325	0.7208565949644878	3.359365654231894e-4	0.0069987771931022845
otu_280	otu_617	0.7208565949644878	3.359365654231894e-4	0.0069987771931022845
otu_713	otu_883	0.7208333333333333	3.3615679994913883e-4	0.007001307479634194
otu_879	otu_892	0.7207614733519688	3.3683792717842387e-4	0.0070116937655675515
otu_382	otu_728	0.7207598487889975	3.3685333923694216e-4	0.0070116937655675515
otu_183	otu_346	0.7207164641657225	3.372651469741861e-4	0.0070159078186109395
otu_121	otu_300	0.720707240365655	3.373527547523292e-4	0.0070159078186109395
otu_191	otu_346	0.720707240365655	3.373527547523292e-4	0.0070159078186109395
otu_345	otu_659	0.7206872506565559	3.3754268383612285e-4	0.007017299275547234
otu_416	otu_479	0.7206793603134997	3.376176777698525e-4	0.007017299275547234
otu_306	otu_447	-0.7206383479310671	3.380077095740397e-4	0.0070233463570125
otu_635	otu_893	0.7206008583690987	3.383645748462616e-4	0.007025394075798853
otu_382	otu_77	0.7205967580281918	3.384036256952605e-4	0.007025394075798853
otu_575	otu_655	-0.7205967580281918	3.384036256952605e-4	0.007025394075798853
otu_659	otu_737	0.7204398735628132	3.399006501845214e-4	0.007051761142955612
otu_730	otu_869	0.72042934775519	3.400012913288286e-4	0.007051761142955612
otu_116	otu_477	0.7204249994841553	3.400428741688888e-4	0.007051761142955612
otu_504	otu_97	0.7204202848130338	3.4008796581685985e-4	0.007051761142955612
otu_284	otu_678	0.7204115873208201	3.401711629855697e-4	0.007051761142955612
otu_116	otu_618	0.7203895050325476	3.403824723484661e-4	0.007054078394786514
otu_329	otu_573	0.7203348620361966	3.4090584182089323e-4	0.00706285952788589
otu_121	otu_892	-0.7203228451246708	3.410210314795936e-4	0.007063181363865481
otu_183	otu_894	-0.7203049759229535	3.4119238034557853e-4	0.00706466583388058
otu_278	otu_32	0.720202779159716	3.4217376154765944e-4	0.0070808489119567625
otu_32	otu_847	0.720202779159716	3.4217376154765944e-4	0.0070808489119567625
otu_4	otu_406	-0.7201440432144051	3.427388822272448e-4	0.007090473151412201
otu_330	otu_737	0.7200779410885804	3.4337582660937116e-4	0.007101577206526347
otu_659	otu_783	0.7200579035235514	3.435691029081145e-4	0.00710177364292655
otu_232	otu_776	0.7200484859985684	3.436599735238133e-4	0.00710177364292655
otu_124	otu_640	0.7200457969009892	3.4368592464639747e-4	0.00710177364292655
otu_215	otu_415	0.7199965097206703	3.4416186617081124e-4	0.007109535536788812
otu_300	otu_92	0.7199582131311909	3.445320646611183e-4	0.007115109153531883
otu_113	otu_217	0.7199294902173947	3.448099406921923e-4	0.007118641004747789
otu_561	otu_759	-0.7199036918138042	3.4505968668741005e-4	0.007118641004747789
otu_482	otu_587	0.7198857086022988	3.4523386748186446e-4	0.007118641004747789
otu_207	otu_300	-0.7198821399091053	3.4526844183924155e-4	0.007118641004747789
otu_504	otu_558	0.7198821399091053	3.4526844183924155e-4	0.007118641004747789
otu_452	otu_893	0.7198664223528468	3.454207524122843e-4	0.007118641004747789
otu_488	otu_880	0.7198664223528468	3.454207524122843e-4	0.007118641004747789
otu_217	otu_296	0.7198472078592522	3.4560702772923335e-4	0.007118641004747789
otu_296	otu_765	0.7198472078592522	3.4560702772923335e-4	0.007118641004747789
otu_14	otu_482	0.7198365371796501	3.457105118167547e-4	0.007118703729088991
otu_345	otu_460	0.7198215622002355	3.4585578345769363e-4	0.00711962663617412
otu_22	otu_5	0.7197176230472301	3.4686552679108473e-4	0.0071383394532070045
otu_113	otu_261	0.7196343349614401	3.476764616869854e-4	0.007152951204216772
otu_107	otu_230	0.7196144321226368	3.478704847048597e-4	0.007153294059280491
otu_280	otu_376	0.7196119200442512	3.478949802802056e-4	0.007153294059280491
otu_325	otu_406	-0.7195785695761914	3.4822032394798974e-4	0.007157907099807924
otu_312	otu_764	0.7195048389415617	3.4894050814404665e-4	0.00717063132943388
otu_506	otu_587	0.7194654847190463	3.4932543043075803e-4	0.007176460639771133
otu_330	otu_900	0.7193323867701732	3.5062993855783375e-4	0.007198834790444102
otu_337	otu_447	0.7193311237474519	3.506423374366463e-4	0.007198834790444102
otu_382	otu_753	-0.7193232913134382	3.507192354450517e-4	0.007198834790444102
otu_676	otu_851	0.7193020360387938	3.509279898805673e-4	0.007201034224312417
otu_318	otu_512	-0.7192879654273056	3.5106623980185603e-4	0.007201786052734109
otu_462	otu_506	0.719264294638018	3.5129892035579147e-4	0.007204474039102163
otu_31	otu_477	0.7192238485985561	3.5169680329749653e-4	0.0072105474777302185
otu_558	otu_855	0.71913445760064	3.5257753826267724e-4	0.007226514054917731
otu_345	otu_737	0.7190920088133217	3.529964272477315e-4	0.007232244447684497
otu_280	otu_344	0.7190854485395137	3.530612025084423e-4	0.007232244447684497
otu_370	otu_869	0.7190674524870678	3.532389450948692e-4	0.0072337947045778535
otu_118	otu_879	0.71900826446281	3.5382406837314306e-4	0.007239501925523929
otu_184	otu_640	-0.71900826446281	3.5382406837314306e-4	0.007239501925523929
otu_184	otu_763	-0.71900826446281	3.5382406837314306e-4	0.007239501925523929
otu_421	otu_545	0.7189702036071526	3.5420076785319665e-4	0.007242835545749534
otu_536	otu_762	0.718962110897728	3.5428090780409427e-4	0.007242835545749534
otu_325	otu_896	-0.7189608327117997	3.542935667519842e-4	0.007242835545749534
otu_611	otu_731	0.7189272317899592	3.5462648309980693e-4	0.007246256877219177
otu_288	otu_320	-0.7189189189189189	3.547088877389193e-4	0.007246256877219177
otu_376	otu_653	0.718912992914543	3.54767641570497e-4	0.007246256877219177
otu_284	otu_92	-0.7188841201716738	3.550540212302611e-4	0.007246574998815671
otu_19	otu_668	0.7188822552518044	3.5507252555255775e-4	0.007246574998815671
otu_316	otu_559	0.7188692669014803	3.5520142283851364e-4	0.007246574998815671
otu_67	otu_77	0.7188692669014803	3.5520142283851364e-4	0.007246574998815671
otu_512	otu_851	0.7188598973747734	3.5529443141379957e-4	0.007246574998815671
otu_346	otu_823	0.7188406054965858	3.554860016274919e-4	0.007248396389916604
otu_575	otu_754	0.718796992481203	3.559194073896599e-4	0.007255146367026038
otu_31	otu_863	0.7186052738912974	3.5782995928479444e-4	0.007291360115740247
otu_2	otu_550	0.7185980905623032	3.579017134525131e-4	0.007291360115740247
otu_275	otu_512	0.71856353150166	3.5824709473697425e-4	0.007296299162809709
otu_297	otu_73	0.7184956817247389	3.5892600739972913e-4	0.007308026343137949
otu_727	otu_738	0.7184175700063705	3.5970895891423993e-4	0.007321864495119376
otu_278	otu_655	0.7182983090243444	3.6090717518266757e-4	0.0073404035955980575
otu_280	otu_805	0.7182959958347864	3.6093044938567687e-4	0.0073404035955980575
otu_318	otu_330	0.7182959958347864	3.6093044938567687e-4	0.0073404035955980575
otu_618	otu_802	0.7182741807112514	3.6115000556935506e-4	0.007342006383066785
otu_2	otu_830	0.7182675822071458	3.612164379727112e-4	0.007342006383066785
otu_482	otu_500	0.7182549589592422	3.6134355527672746e-4	0.007342484467830659
otu_230	otu_864	0.7182024280513412	3.618729557570699e-4	0.007346922833640242
otu_317	otu_734	0.7182024280513412	3.618729557570699e-4	0.007346922833640242
otu_520	otu_653	0.7182024280513412	3.618729557570699e-4	0.007346922833640242
otu_438	otu_682	0.7181442165269563	3.624603762844014e-4	0.0073567415892134115
otu_409	otu_531	0.7180925054588343	3.6298288074809726e-4	0.007361343814015891
otu_802	otu_847	0.7180829767967521	3.6307923122480545e-4	0.007361343814015891
otu_265	otu_430	0.7180770014505843	3.6313966293333166e-4	0.007361343814015891
otu_406	otu_894	0.7180768368531953	3.631413277114248e-4	0.007361343814015891
otu_175	otu_359	0.7180704001267167	3.632064354310849e-4	0.007361343814015891
otu_204	otu_874	0.7180480846963991	3.63432233793759e-4	0.007363814466085325
otu_660	otu_9	0.7179605596777395	3.6431900880229406e-4	0.007379672497248183
otu_306	otu_538	-0.7179465251414906	3.64461373438818e-4	0.007380446943957047
otu_319	otu_731	0.7178759117415779	3.6517838630256705e-4	0.007392854415190158
otu_319	otu_573	0.7178621888610315	3.6531786860627413e-4	0.0073935663207704986
otu_54	otu_848	0.7176952606709142	3.670181985737653e-4	0.007425858362008046
otu_318	otu_447	0.7175723679436684	3.6827428636154735e-4	0.007449146210091618
otu_138	otu_97	0.7174821711726298	3.691985161209388e-4	0.007465710136544268
otu_280	otu_801	0.7174567138354148	3.6945972989865794e-4	0.007467666219365261
otu_654	otu_678	0.7174329501915708	3.697037069516629e-4	0.007467666219365261
otu_74	otu_764	0.7174329501915708	3.697037069516629e-4	0.007467666219365261
otu_201	otu_784	0.7174316851182914	3.697166990765943e-4	0.007467666219365261
otu_232	otu_711	0.7173364293335901	3.706960800129444e-4	0.007485314919372492
otu_191	otu_713	0.7172571340560845	3.7151304563431964e-4	0.0074970361564950785
otu_204	otu_325	-0.7172559328069849	3.715254336760232e-4	0.0074970361564950785
otu_246	otu_789	-0.7172492960436588	3.715938825239462e-4	0.0074970361564950785
otu_3	otu_868	0.7171914630461779	3.721908028904153e-4	0.007506942329442537
otu_296	otu_894	0.7171738927962569	3.7237231496312084e-4	0.007508466627404311
otu_261	otu_744	0.7171204498921985	3.729248781794148e-4	0.0075174697570660415
otu_482	otu_827	-0.7170947030497592	3.7319133208124633e-4	0.00752070197685255
otu_345	otu_352	0.7170665045681897	3.7348334395237437e-4	0.007524447267188314
otu_573	otu_84	0.7170524447863953	3.736290139357834e-4	0.007524563751260145
otu_344	otu_728	0.7170454545454545	3.7370145612669603e-4	0.007524563751260145
otu_121	otu_317	-0.7170161185513825	3.740056052103924e-4	0.007528549069835777
otu_287	otu_677	0.7168831168831169	3.753871823826138e-4	0.007548734914640595
otu_295	otu_588	0.7168831168831169	3.753871823826138e-4	0.007548734914640595
otu_254	otu_406	-0.7168742474225159	3.7547946973415236e-4	0.007548734914640595
otu_352	otu_794	0.7168742474225159	3.7547946973415236e-4	0.007548734914640595
otu_68	otu_881	0.716868341209876	3.755409349994743e-4	0.007548734914640595
otu_204	otu_754	0.7168108818313521	3.761393552537129e-4	0.0075586200575452666
otu_387	otu_668	0.7167914640658779	3.76341768255406e-4	0.00755916197190847
otu_687	otu_761	0.7167878329995291	3.763796291955668e-4	0.00755916197190847
otu_611	otu_892	0.71669341894061	3.7736521873488194e-4	0.007576809417295606
otu_330	otu_68	0.7166464857804024	3.7785597163564333e-4	0.007584514258184043
otu_160	otu_676	-0.7165987911566506	3.7835524326368386e-4	0.007587676739288154
otu_337	otu_73	-0.7165987911566506	3.7835524326368386e-4	0.007587676739288154
otu_121	otu_640	-0.7165803151306925	3.7854880284049486e-4	0.007587676739288154
otu_224	otu_346	-0.7165803151306925	3.7854880284049486e-4	0.007587676739288154
otu_439	otu_536	0.7165803151306925	3.7854880284049486e-4	0.007587676739288154
otu_573	otu_68	0.7165235664698675	3.7914384354653663e-4	0.007593727436339355
otu_352	otu_737	0.7165208740431126	3.7917209488691483e-4	0.007593727436339355
otu_512	otu_827	0.7165208740431126	3.7917209488691483e-4	0.007593727436339355
otu_489	otu_808	0.7165006772842529	3.793840744239496e-4	0.007595297538205833
otu_415	otu_896	0.7164824603817896	3.795753604742824e-4	0.007595297538205833
otu_346	otu_898	-0.7164679871212808	3.7972739504832376e-4	0.007595297538205833
otu_643	otu_898	-0.7164679871212808	3.7972739504832376e-4	0.007595297538205833
otu_80	otu_863	0.7164623799542935	0.00037978630954627057	0.007595297538205833
otu_536	otu_868	0.7164482484431337	3.7993482384024446e-4	0.007596124280536296
otu_314	otu_626	0.7163719133131218	3.807379186102633e-4	0.007609069665207962
otu_164	otu_330	0.7163561076604554	3.8090438473048494e-4	0.007609069665207962
otu_280	otu_477	0.7163561076604554	3.8090438473048494e-4	0.007609069665207962
otu_667	otu_730	0.7163266547672111	3.812147497499474e-4	0.007613123866801148
otu_215	otu_783	0.7162601283252973	3.8191657619535135e-4	0.007617937281912418
otu_387	otu_499	0.7162601283252973	3.8191657619535135e-4	0.007617937281912418
otu_325	otu_682	-0.716259907804601	3.819189044251825e-4	0.007617937281912418
otu_667	otu_676	0.7162541460555787	3.8197974053311157e-4	0.007617937281912418
otu_2	otu_22	0.7162528726839272	3.819931866910764e-4	0.007617937281912418
otu_350	otu_802	-0.7162307222868731	3.822271481115358e-4	0.00762045888876321
otu_201	otu_70	0.716217756717076	3.823641522759935e-4	0.00762104658512748
otu_184	otu_202	-0.716182851340522	3.827331970662762e-4	0.007621477487775482
otu_357	otu_508	0.716182851340522	3.827331970662762e-4	0.007621477487775482
otu_14	otu_267	0.7161750328052313	3.828159018071098e-4	0.007621477487775482
otu_237	otu_741	0.7161750328052313	3.828159018071098e-4	0.007621477487775482
otu_149	otu_292	0.7161538461538461	3.8304009142398066e-4	0.007623799359664715
otu_762	otu_834	0.7160824623323279	3.837962725274924e-4	0.007634562057720615
otu_87	otu_891	0.7160824623323279	3.837962725274924e-4	0.007634562057720615
otu_489	otu_618	0.7160628413386584	3.840043436020846e-4	0.0076365577601406704
otu_327	otu_754	-0.7160311938703561	3.8434015192656545e-4	0.007637249162733852
otu_209	otu_68	0.716029100242412	3.843623760295678e-4	0.007637249162733852
otu_215	otu_99	-0.716029100242412	3.843623760295678e-4	0.007637249162733852
otu_640	otu_92	-0.7159179934913955	3.8554335759499736e-4	0.0076585681089974865
otu_288	otu_418	0.7158401618667558	3.863724879966668e-4	0.007672887772275639
otu_512	otu_667	0.7158074137341162	3.8672180307530724e-4	0.007677673533547752
otu_727	otu_802	0.7156325404999607	3.8859168044957926e-4	0.007710477027867967
otu_764	otu_773	0.7156325404999607	3.8859168044957926e-4	0.007710477027867967
otu_728	otu_880	0.715609828316479	3.888351000584933e-4	0.007713147649523027
otu_416	otu_731	0.7155534354003693	3.8944005682806093e-4	0.007718000059468599
otu_416	otu_573	0.7155470453272375	3.895086570406825e-4	0.007718000059468599
otu_125	otu_359	0.7155464268398039	3.895152973181215e-4	0.007718000059468599
otu_270	otu_359	0.7155464268398039	3.895152973181215e-4	0.007718000059468599
otu_206	otu_719	-0.7154773885599366	3.902571201195304e-4	0.007728504639685392
otu_73	otu_776	0.7154767923057274	3.9026353216087273e-4	0.007728504639685392
otu_113	otu_352	0.7154618377645351	3.9042438070735486e-4	0.007729530281288962
otu_22	otu_559	0.7154303883414829	3.9076282956207464e-4	0.007734070457425748
otu_31	otu_54	0.7152651020859895	3.9254569651259175e-4	0.007761844965906807
otu_318	otu_773	-0.7152651020859895	3.9254569651259175e-4	0.007761844965906807
otu_148	otu_276	0.7152642840762048	3.9255453719522215e-4	0.007761844965906807
otu_184	otu_207	-0.7152596905777711	3.9260418481257275e-4	0.007761844965906807
otu_124	otu_184	-0.715213274774137	3.9310615770116186e-4	0.007764705191428156
otu_215	otu_655	-0.715213274774137	3.9310615770116186e-4	0.007764705191428156
otu_232	otu_880	0.715213274774137	3.9310615770116186e-4	0.007764705191428156
otu_250	otu_536	0.7152057975909982	3.931870722393427e-4	0.007764705191428156
otu_421	otu_574	-0.715117029074036	3.941487667216137e-4	0.007781528688067157
otu_71	otu_830	0.7151056483411335	3.9427220720966716e-4	0.007781798094734717
otu_452	otu_97	0.7150858940278656	3.944865493927807e-4	0.007783860989633276
otu_142	otu_284	0.7150448745096355	3.9493194431949874e-4	0.007788312878572286
otu_759	otu_92	-0.7150448745096355	3.9493194431949874e-4	0.007788312878572286
otu_713	otu_827	0.7150284940904474	3.951099244439149e-4	0.0077896553560186125
otu_191	otu_759	-0.7150142461266805	3.952647900522521e-4	0.007790541507158905
otu_190	otu_719	-0.7149990482433358	3.954300375730302e-4	0.007791631732840168
otu_311	otu_893	0.7149414525305925	3.9605681302345985e-4	0.007801812862660017
otu_191	otu_520	0.7148589852011118	3.9695572142850466e-4	0.00781517603110186
otu_670	otu_808	-0.7148589852011118	3.9695572142850466e-4	0.00781517603110186
otu_154	otu_318	-0.7148199569693994	3.97381740937508e-4	0.007821390799968568
otu_288	otu_734	0.7147911206733907	3.976967584762292e-4	0.007825417949406223
otu_5	otu_92	0.7147630495144188	3.980036215067706e-4	0.007829282452931966
otu_191	otu_306	0.7146870128208346	3.988358374693579e-4	0.007843476364172645
otu_327	otu_329	-0.7146538625347144	3.991991281622198e-4	0.007848443108911371
otu_731	otu_759	0.7146386203204963	3.993662605559223e-4	0.007849551603760828
otu_139	otu_183	0.7146089947005658	3.9969127877226285e-4	0.007853761872543084
otu_2	otu_711	0.7145555909951028	4.0027773139250655e-4	0.00786118496107633
otu_356	otu_68	0.7145543942704978	4.0029088160342674e-4	0.00786118496107633
otu_713	otu_805	0.7144696639937415	4.0122287540267365e-4	0.00787262997857414
otu_116	otu_357	0.7144571095300628	4.01361125630606e-4	0.00787262997857414
otu_278	otu_830	0.7144564803898247	4.01368054812945e-4	0.00787262997857414
otu_138	otu_345	0.7144509434607872	4.0142904146067693e-4	0.00787262997857414
otu_22	otu_880	0.7144509434607872	4.0142904146067693e-4	0.00787262997857414
otu_169	otu_288	0.7144128841009657	4.018484606880257e-4	0.007878675380283405
otu_121	otu_506	-0.714372991040934	4.022884877552535e-4	0.007885121365636434
otu_721	otu_784	0.7143558425511956	4.024777644051625e-4	0.007886650270937323
otu_206	otu_587	0.7142857142857143	4.032525947441634e-4	0.007899649227497878
otu_763	otu_827	-0.7142461154007647	4.036906737394652e-4	0.007904254208000337
otu_100	otu_198	0.7142443052179218	4.037107093086689e-4	0.007904254208000337
otu_209	otu_575	0.7141833021716842	4.043864016232135e-4	0.007913111706639116
otu_376	otu_711	0.7141833021716842	4.043864016232135e-4	0.007913111706639116
otu_559	otu_713	0.7141676407723387	4.0456002823097137e-4	0.007914324195666114
otu_783	otu_90	0.7140824834033168	4.055052169624762e-4	0.007928877605011408
otu_533	otu_764	0.7140804597701149	4.0552770074731015e-4	0.007928877605011408
otu_350	otu_589	0.7140622137200026	4.0573047326564193e-4	0.007929024905008034
otu_357	otu_640	-0.7140495867768595	4.058708498697605e-4	0.007929024905008034
otu_466	otu_763	0.7140495867768595	4.058708498697605e-4	0.007929024905008034
otu_337	otu_643	-0.7140058112325322	4.063578325930184e-4	0.007934164667455309
otu_54	otu_667	0.7140058112325322	4.063578325930184e-4	0.007934164667455309
otu_618	otu_80	0.7138995094917139	4.075424603069422e-4	0.007955103116693701
otu_731	otu_894	0.7138588727805939	4.079960919094461e-4	0.00796176514597299
otu_751	otu_773	0.7138133081844324	4.085052448261628e-4	0.007969506670052053
otu_344	otu_48	0.7137720092645912	4.0896719871108544e-4	0.007975982056497282
otu_438	otu_763	0.7137635181360814	4.0906223228409644e-4	0.007975982056497282
otu_618	otu_635	0.7137372622678705	4.0935620950977025e-4	0.007979518895823563
otu_735	otu_864	0.7136568430636744	4.1025775222780503e-4	0.007994893716496539
otu_154	otu_860	0.7136313214267913	4.1054421643949013e-4	0.00799800259151266
otu_300	otu_636	0.7136109744763819	4.1077271997513876e-4	0.00799800259151266
otu_320	otu_762	-0.7136081377314684	4.1080458622855254e-4	0.00799800259151266
otu_439	otu_452	0.7136024340651863	4.108686640851289e-4	0.00799800259151266
otu_184	otu_802	0.7135615394708973	4.1132834363510895e-4	0.008004752246974734
otu_267	otu_737	0.7134987639281761	4.120348293681353e-4	0.00801629990839856
otu_466	otu_759	0.713431695656864	4.127907665263386e-4	0.008028803064852024
otu_215	otu_794	0.7133912241026024	4.132474984137602e-4	0.008034673901264711
otu_115	otu_209	-0.7133848622204108	4.133193329760587e-4	0.008034673901264711
otu_319	otu_717	0.7132555865795703	4.1478133895322955e-4	0.00806088351512177
otu_239	otu_504	0.7132149593747579	4.1524170829942975e-4	0.008067618233944732
otu_635	otu_851	0.7131916654956649	4.155058601456041e-4	0.008070538049788937
otu_730	otu_92	0.7131441071599128	4.160456140458457e-4	0.008078807929072155
otu_317	otu_611	0.7131121558107015	4.164085744240431e-4	0.008083641227301692
otu_286	otu_737	0.7130818619582665	4.1675295473431184e-4	0.008086986967518745
otu_181	otu_53	0.713076923076923	4.168091228673454e-4	0.008086986967518745
otu_128	otu_40	0.7130362087023596	4.172723983122406e-4	0.0080936223043763
otu_559	otu_851	0.7130167738710579	4.1749369525367896e-4	0.0080936223043763
otu_618	otu_667	0.7130167738710579	4.1749369525367896e-4	0.0080936223043763
otu_589	otu_670	0.7129748487988842	4.1797141991262166e-4	0.008100667858279183
otu_209	otu_329	0.712874787025485	4.191134759614634e-4	0.00812058138935065
otu_237	otu_676	-0.7128583093062782	4.1930179888849395e-4	0.008122009920202487
otu_207	otu_762	0.7127758309982652	4.202455210853273e-4	0.008138065997935427
otu_415	otu_573	0.7127549300934589	4.2048495733415514e-4	0.008140478512978852
otu_202	otu_350	0.7127313677196038	4.207550219337275e-4	0.008143482505345403
otu_169	otu_580	0.7127042260971235	4.21066293616823e-4	0.008147282180285544
otu_650	otu_888	0.7126640697663085	4.215271827856526e-4	0.008153973964824212
otu_40	otu_560	0.7126436781609196	4.217613890680205e-4	0.008155774654283002
otu_245	otu_738	0.7126359296398158	4.218504131525691e-4	0.008155774654283002
otu_346	otu_538	-0.712582043010919	4.2246996805461734e-4	0.008160199586829479
otu_176	otu_653	0.7125819817891805	4.2247067238410096e-4	0.008160199586829479
otu_175	otu_580	0.7125759715134298	4.2253982284079505e-4	0.008160199586829479
otu_245	otu_784	0.7125759715134298	4.2253982284079505e-4	0.008160199586829479
otu_160	otu_892	0.7125548749466304	4.2278262289441315e-4	0.008162664445727167
otu_346	otu_808	0.7124878195326602	4.235551508053881e-4	0.008175096432969308
otu_192	otu_552	0.7124789676194653	4.2365722103809844e-4	0.008175096432969308
otu_761	otu_793	0.7124095215578187	4.244587204982331e-4	0.008186735329708423
otu_118	otu_224	0.7123966942148761	4.2460690603318696e-4	0.008186735329708423
otu_184	otu_479	-0.7123966942148761	4.2460690603318696e-4	0.008186735329708423
otu_230	otu_868	0.7123346359826598	4.253244439733628e-4	0.008190022526634711
otu_267	otu_898	0.7123141903623048	4.2556106878643973e-4	0.008190022526634711
otu_191	otu_808	0.712293701761395	4.2579830334021906e-4	0.008190022526634711
otu_40	otu_869	0.7122508519074943	4.2629481925260393e-4	0.008190022526634711
otu_10	otu_103	-0.7122123116119197	4.267418193868444e-4	0.008190022526634711
otu_10	otu_500	-0.7122123116119197	4.267418193868444e-4	0.008190022526634711
otu_10	otu_622	-0.7122123116119197	4.267418193868444e-4	0.008190022526634711
