source	target	Pearson	P_value	FDR
otu_284	otu_872	0.9073196088641521	3.4092659584317175e-8	8.870599635455449e-7
otu_359	otu_801	0.9072861674075275	3.41992503205546e-8	8.895068131081203e-7
otu_559	otu_617	0.9072519596366433	3.430858686037652e-8	8.920232583697896e-7
otu_743	otu_880	0.9071962655274388	3.448725705013089e-8	8.963398719050522e-7
otu_2	otu_558	0.9071914739894265	3.4502666723668085e-8	8.96411659349963e-7
otu_201	otu_278	0.9071493200006657	3.4638496293482035e-8	8.996108696580552e-7
otu_145	otu_181	0.9070902707070859	3.482955701628043e-8	9.042416421560043e-7
otu_198	otu_316	0.9069793528341354	3.519095215231971e-8	9.132896099406121e-7
otu_12	otu_805	0.9069386667080643	3.5324341007836324e-8	9.164158101286264e-7
otu_278	otu_713	0.9069302063415369	3.5352134108990185e-8	9.168012649501605e-7
otu_311	otu_429	0.906906107720055	3.543140536521605e-8	9.185209534254033e-7
otu_263	otu_272	0.9068954088161326	3.546664872899896e-8	9.190984260755139e-7
otu_668	otu_698	0.9068638527615035	3.5570778322835395e-8	9.214599723718134e-7
otu_125	otu_288	0.9068586466880749	3.558798344904801e-8	9.215688399469225e-7
otu_611	otu_677	0.9068501717419738	3.5616007032501784e-8	9.219576751043084e-7
otu_350	otu_482	0.9068326753422843	3.567392248271517e-8	9.231197261354219e-7
otu_345	otu_387	0.9067609352484299	3.591225983257118e-8	9.289479298880712e-7
otu_322	otu_79	0.9067078989192465	3.608935794652268e-8	9.331883742494497e-7
otu_107	otu_777	0.9066998857820954	3.611618204502065e-8	9.335413999354062e-7
otu_286	otu_352	0.9066522074840625	3.627614830747916e-8	9.369813612841529e-7
otu_174	otu_79	0.9066486755526837	3.628802325295055e-8	9.369813612841529e-7
otu_172	otu_285	0.9066466909039914	3.629469746968539e-8	9.369813612841529e-7
otu_388	otu_687	0.9066444766981995	3.6302144845734574e-8	9.369813612841529e-7
otu_296	otu_872	0.906472382381993	3.688510519239685e-8	9.516813671701198e-7
otu_357	otu_5	0.9064338196741176	3.7016858023264376e-8	9.547331984195364e-7
otu_71	otu_880	0.9064116798938877	3.7092687144024694e-8	9.562480788134891e-7
otu_119	otu_79	0.9064087954532376	3.7102576566638845e-8	9.562480788134891e-7
otu_79	otu_818	0.9063897693260928	3.7167865896137187e-8	9.575825747926643e-7
otu_169	otu_573	0.906353754354694	3.729173014832554e-8	9.6042466060782e-7
otu_417	otu_728	0.906307067056266	3.7452839496410206e-8	9.64223556900679e-7
otu_237	otu_350	0.9062677248266287	3.7589077406252613e-8	9.673796115633844e-7
otu_272	otu_285	0.9062030791202016	3.781388491219673e-8	9.728119444779874e-7
otu_145	otu_816	0.9061730844583786	3.7918593598362804e-8	9.75151756123934e-7
otu_239	otu_499	0.9061352731250379	3.8050952611001776e-8	9.782006954143496e-7
otu_533	otu_727	0.9060825384352108	3.823622929388648e-8	9.826073195915512e-7
otu_462	otu_777	0.906052298826062	3.8342830022131125e-8	9.849896414094114e-7
otu_667	otu_805	0.9060420651454789	3.837896489500281e-8	9.855606941660215e-7
otu_479	otu_759	0.9059825456825329	3.858972119630266e-8	9.906139368015746e-7
otu_489	otu_713	0.9059464414808451	3.871806031341407e-8	9.935486034661607e-7
otu_5	otu_558	0.9059154181202622	3.882863808257753e-8	9.960255348319813e-7
otu_497	otu_871	0.9058791073455797	3.8958414938505825e-8	9.989929874028723e-7
otu_227	otu_580	0.9057945409353179	3.9262140205664764e-8	1.0064171606570329e-6
otu_168	otu_54	0.9056206958633111	3.9893062631080056e-8	1.022220067621269e-6
otu_713	otu_801	0.9055973794048578	3.997835751334833e-8	1.0240354416754882e-6
otu_452	otu_580	0.905480784536814	4.0407289514377e-8	1.034648501308159e-6
otu_319	otu_396	0.9054295074906019	4.059720648541543e-8	1.0391360082557977e-6
otu_284	otu_744	0.9053849420001763	4.076290283094863e-8	1.0430005418939767e-6
otu_396	otu_816	0.9053417867819568	4.09239220289237e-8	1.046446847504302e-6
otu_54	otu_588	0.9053409308402777	4.092712146963606e-8	1.046446847504302e-6
otu_237	otu_261	0.9053320863746133	4.09601930151382e-8	1.0469147638445492e-6
otu_250	otu_891	0.9052091707126575	4.142224074854539e-8	1.0583427308197198e-6
otu_462	otu_783	0.9052037778636581	4.144261733785015e-8	1.0583478538667355e-6
otu_208	otu_510	0.9052012144951795	4.145230603214145e-8	1.0583478538667355e-6
otu_406	otu_826	0.9051718879469619	4.156329191928876e-8	1.0607993799321247e-6
otu_353	otu_526	0.905157499882462	4.161783895284543e-8	1.0618091985679888e-6
otu_286	otu_580	0.9051179414096355	4.176813472867025e-8	1.0652602796074965e-6
otu_397	otu_728	0.9050723686847864	4.1941871975481604e-8	1.0693065173144727e-6
otu_227	otu_95	0.9050648655469316	4.1970537045799006e-8	1.069652565141334e-6
otu_479	otu_531	0.9050483584709903	4.203366166244393e-8	1.070876277493665e-6
otu_145	otu_172	0.9049842341676246	4.227967176362313e-8	1.076756743053738e-6
otu_477	otu_497	0.9049521587616174	4.2403202060725675e-8	1.079514852462641e-6
otu_488	otu_588	0.9048056515676834	4.297148192833333e-8	1.0935894984389778e-6
otu_193	otu_728	0.9047924423640491	4.302304601466744e-8	1.0945087614269812e-6
otu_191	otu_201	0.90475079303802175	4.318598723074274e-8	1.0982597886494879e-6
otu_830	otu_871	0.9047434545312978	4.321475310931078e-8	1.0985971454001113e-6
otu_296	otu_67	0.9046955525625985	4.340293635607395e-8	1.1029854848236275e-6
otu_621	otu_9	0.9046846243618724	4.344596904459763e-8	1.103683334051936e-6
otu_55	otu_698	0.9046506885329709	4.3579838404639304e-8	1.106425839920316e-6
otu_230	otu_621	0.9046493444789176	4.358514793523227e-8	1.106425839920316e-6
otu_531	otu_789	0.9046169996111878	4.3713092701125333e-8	1.1092764619709843e-6
otu_191	otu_801	0.9045680595137661	4.390731023207195e-8	1.1138061990008345e-6
otu_666	otu_794	0.904551287226436	4.397404484990375e-8	1.1150677828138065e-6
otu_370	otu_880	0.9045476550905358	4.3988508391379355e-8	1.1150677828138065e-6
otu_545	otu_874	0.9044513545788007	4.4373515528661756e-8	1.1244252007899287e-6
otu_728	otu_818	0.9044269057774699	4.4471731630579825e-8	1.126511240546453e-6
otu_272	otu_396	0.9042960282694067	4.50007524577245e-8	1.1395045842063886e-6
otu_261	otu_789	0.9042187468582062	4.5315723395944474e-8	1.1470704326467716e-6
otu_558	otu_885	0.9041820985846428	4.546576493069665e-8	1.1504575348904162e-6
otu_350	otu_744	0.9040352253735696	4.607146975033061e-8	1.1653681263470494e-6
otu_107	otu_783	0.9040289401990212	4.609754733486682e-8	1.1656117605801e-6
otu_285	otu_618	0.9038927160911985	4.6665947994739554e-8	1.1795633844775894e-6
otu_500	otu_843	0.9038445894367112	4.6868226410978764e-8	1.1842539804294228e-6
otu_439	otu_830	0.9038263218165962	4.694520772119404e-8	1.1857763871872232e-6
otu_215	otu_284	0.9037503063661828	4.7266737857043495e-8	1.1934725017298948e-6
otu_254	otu_388	0.9037406986807923	4.730751390624732e-8	1.1940766935965759e-6
otu_507	otu_775	0.9036316425646443	4.777253304055762e-8	1.2053848528951805e-6
otu_608	otu_79	0.9036062594548527	4.788134244648745e-8	1.2077003655648558e-6
otu_145	otu_814	0.9035392298958967	4.8169724653490675e-8	1.2145419439846336e-6
otu_396	otu_751	0.9035214182301758	4.8246612482927276e-8	1.2160479752275795e-6
otu_296	otu_444	0.9035093115825803	4.82989346295426e-8	1.2169339818000218e-6
otu_575	otu_670	0.9034691937272856	4.847267254248777e-8	1.2208774481596883e-6
otu_462	otu_622	0.9034236833723043	4.867042857625847e-8	1.2254228404159487e-6
otu_192	otu_396	0.9033932680842313	4.880298698495267e-8	1.2283240431624662e-6
otu_230	otu_352	0.9033601043397566	4.8947885744610176e-8	1.2315336705839512e-6
otu_191	otu_830	0.9033194193091254	4.912616291541383e-8	1.2355805261862564e-6
otu_629	otu_841	0.9031377353854334	4.992926694313837e-8	1.2553340630939608e-6
otu_466	otu_759	0.9030899479807503	5.014241111211959e-8	1.260245932617939e-6
otu_79	otu_814	0.9029646368698271	5.0705134313489e-8	1.2739372915997328e-6
otu_311	otu_751	0.9029121455758761	5.09424973316186e-8	1.2794473567951096e-6
otu_79	otu_91	0.9027406334845754	5.172489059290797e-8	1.2986373877658325e-6
otu_40	otu_728	0.9026967620796046	5.192670915477038e-8	1.3032427188574735e-6
otu_116	otu_376	0.902691799394232	5.1949581969523706e-8	1.3033552466095441e-6
otu_402	otu_504	0.9025165993870112	5.276277592614065e-8	1.3232889265892232e-6
otu_169	otu_286	0.9024775209974192	5.2945677619931075e-8	1.327406383795626e-6
otu_526	otu_55	0.9024672680742235	5.29937573823247e-8	1.328141990180214e-6
otu_526	otu_645	0.902433447830108	5.3152625412167254e-8	1.3313130205574704e-6
otu_107	otu_217	0.9024323368709037	5.315785100989956e-8	1.3313130205574704e-6
otu_227	otu_499	0.9024215571721461	5.320858020851915e-8	1.3321127979014494e-6
otu_406	otu_737	0.9023892175242707	5.336102559816425e-8	1.3354576448783506e-6
otu_113	otu_499	0.9023479950419058	5.3555900159096836e-8	1.3398616236061233e-6
otu_713	otu_72	0.9023415237931777	5.358654897591464e-8	1.3401553441132414e-6
otu_107	otu_148	0.9023368990328309	5.360846211388548e-8	1.3402304623575829e-6
otu_603	otu_698	0.9023110952933852	5.373086997551013e-8	1.3428170452694837e-6
otu_406	otu_415	0.9023006015752448	5.378072032158343e-8	1.3435891200255718e-6
otu_201	otu_850	0.9022472359824983	5.4034862806418005e-8	1.3494626272965761e-6
otu_119	otu_145	0.902226114920365	5.4135738558613866e-8	1.3515056731526299e-6
otu_209	otu_609	0.9022097998559082	5.421377391456872e-8	1.3529772675947086e-6
otu_299	otu_894	0.9020734627992858	5.486975274138217e-8	1.368833007232811e-6
otu_784	otu_801	0.9020697447690634	5.488773924255952e-8	1.368833007232811e-6
otu_145	otu_319	0.9020230215358098	5.5114210528728336e-8	1.3739974623405382e-6
otu_275	otu_728	0.901938523415959	5.552586657131542e-8	1.383773318955187e-6
otu_188	otu_217	0.901930656200537	5.556433091413737e-8	1.384245173240914e-6
otu_12	otu_285	0.9018862227690775	5.5782015451200095e-8	1.389179946282241e-6
otu_286	otu_813	0.901804413038863	5.618477239011099e-8	1.3987186258944528e-6
otu_698	otu_97	0.9017807182202859	5.630190047511974e-8	1.4011423799419194e-6
otu_278	otu_477	0.9017643064852982	5.638315259126614e-8	1.4026719280654894e-6
otu_625	otu_635	0.9016881707042271	5.6761439548580483e-8	1.411587294542172e-6
otu_68	otu_734	0.9016413709956644	5.699507354961497e-8	1.4169003272194005e-6
otu_541	otu_874	0.901553852975492	5.743425068871488e-8	1.4273176549135189e-6
otu_430	otu_872	0.9013895181892253	5.82669472670716e-8	1.4475037344903494e-6
otu_577	otu_63	0.9013078493746861	5.8684702430866764e-8	1.4573710474737605e-6
otu_703	otu_718	0.901261208876212	5.892445842370364e-8	1.4625323277194133e-6
otu_834	otu_95	0.901259394107257	5.893380450316954e-8	1.4625323277194133e-6
otu_574	otu_625	0.9012267478687036	5.910215827853449e-8	1.4661969093977634e-6
otu_2	otu_504	0.9012104050752333	5.918659518044933e-8	1.4677778586457407e-6
otu_345	otu_499	0.9011964761470771	5.9258644213855405e-8	1.4690506006649933e-6
otu_558	otu_92	0.9011623026805331	5.94357374428256e-8	1.4728707052000377e-6
otu_588	otu_805	0.9011587255387291	5.945430170406496e-8	1.4728707052000377e-6
otu_305	otu_54	0.9011257657530853	5.962559290750846e-8	1.4765980163915338e-6
otu_276	otu_741	0.9011000612158659	5.975947958702932e-8	1.4793967430004507e-6
otu_3	otu_504	0.9010856923423017	5.983443740475991e-8	1.4803821686574432e-6
otu_316	otu_721	0.9010844237749802	5.984105921896798e-8	1.4803821686574432e-6
otu_145	otu_322	0.901014685529726	6.02060721277553e-8	1.4888923824587526e-6
otu_145	otu_66	0.9009014381660336	6.080298398103423e-8	1.503129505629502e-6
otu_744	otu_759	0.900893556466502	6.084472037315436e-8	1.5036368204908258e-6
otu_541	otu_575	0.9008727024480786	6.095527105287601e-8	1.505843775233057e-6
otu_5	otu_883	0.9008072840015848	6.130321139607986e-8	1.5139116414315527e-6
otu_493	otu_773	0.9007923000007377	6.138315211678957e-8	1.51535781589327e-6
otu_713	otu_718	0.9006344089484919	6.223109583203268e-8	1.535755970818645e-6
otu_343	otu_499	0.9005923489307665	6.245870554089095e-8	1.5408364823933821e-6
otu_250	otu_71	0.9003703234183656	6.367237403992476e-8	1.5702307524195223e-6
otu_499	otu_698	0.9003353505400781	6.38654249485171e-8	1.574443776922121e-6
otu_526	otu_813	0.900306088156995	6.402734920030184e-8	1.5778867878722508e-6
otu_592	otu_765	0.9001330107815995	6.499247628966032e-8	1.6011146157476414e-6
otu_784	otu_850	0.9000988271510959	6.518459816362565e-8	1.6052896384451465e-6
otu_311	otu_746	0.9000929525798496	6.521766504619109e-8	1.6055461020541297e-6
otu_499	otu_580	0.900084824220334	6.526344265012085e-8	1.6061151948854046e-6
otu_116	otu_880	0.9000044875380531	6.571740573946272e-8	1.6167257373100172e-6
otu_135	otu_872	0.8999953562661528	6.576917965794848e-8	1.6174380213174035e-6
otu_148	otu_500	0.8999754029085937	6.588243883776101e-8	1.619661371857492e-6
otu_145	otu_54	0.8999152506909932	6.622491266483621e-8	1.627369370675988e-6
otu_370	otu_376	0.8999122748234064	6.624189619053311e-8	1.627369370675988e-6
otu_388	otu_410	0.8998247520771777	6.674310970566921e-8	1.6390437103344843e-6
otu_793	otu_855	0.8998212298208205	6.676334995958655e-8	1.6390437103344843e-6
otu_550	otu_703	0.8997622614658375	6.710300892720511e-8	1.6466954463855178e-6
otu_748	otu_823	0.8997590594235497	6.712149591692196e-8	1.6466954463855178e-6
otu_12	otu_625	0.899652265464701	6.774064775783017e-8	1.6613100866726545e-6
otu_625	otu_880	0.89958338738575	6.814263442400659e-8	1.6705905767678627e-6
otu_254	otu_496	0.8995013793101113	6.862398294060768e-8	1.6818096178763866e-6
otu_19	otu_526	0.8994532927077423	6.890761583555616e-8	1.6881770411202482e-6
otu_677	otu_681	0.8994465075830242	6.894771997778548e-8	1.6885758815292066e-6
otu_500	otu_654	0.8994391364857485	6.899131066440134e-8	1.6890598047150637e-6
otu_765	otu_89	0.8993939667213122	6.925896212095495e-8	1.6950270025154706e-6
otu_611	otu_698	0.899380794485919	6.933718510460096e-8	1.6963556546336548e-6
otu_16	otu_577	0.8992492233658986	7.012278890883294e-8	1.7149837083169234e-6
otu_477	otu_721	0.8990919128318365	7.107233890302211e-8	1.7376071376649173e-6
otu_523	otu_884	0.8990517115779253	7.131680468397406e-8	1.742982706476326e-6
otu_531	otu_881	0.8990344275175061	7.142213687139076e-8	1.7449553164069948e-6
otu_5	otu_713	0.8988085684278189	7.281118108437568e-8	1.7782788664838767e-6
otu_138	otu_270	0.8988044512188245	7.283672065483415e-8	1.7782898426221237e-6
otu_3	otu_345	0.8987997961585453	7.286560643748885e-8	1.77838247998053e-6
otu_265	otu_500	0.8987736957578074	7.302775140161089e-8	1.7817263023547585e-6
otu_311	otu_376	0.8986075870637158	7.406712687618722e-8	1.8064630710518392e-6
otu_504	otu_580	0.8985329888830704	7.453811634583474e-8	1.8173249171404828e-6
otu_417	otu_488	0.8984853021083873	7.484057240603192e-8	1.82407166776132e-6
otu_387	otu_668	0.8984337129213413	7.516899369619523e-8	1.8314464067416751e-6
otu_5	otu_559	0.8984286494623582	7.520129630123051e-8	1.8316038064075647e-6
otu_181	otu_728	0.8983464620174434	7.572732307892238e-8	1.843782119732636e-6
otu_145	otu_818	0.898295823040583	7.605303631308402e-8	1.8510765802630987e-6
otu_201	otu_830	0.898204206482572	7.664544909857796e-8	1.864855080779544e-6
otu_386	otu_500	0.8981684378735547	7.687783476484356e-8	1.8698673358932918e-6
otu_160	otu_209	0.8981558619493359	7.695968662346786e-8	1.871216037435646e-6
otu_145	otu_91	0.8981467021570235	7.701935222925727e-8	1.8720245571333463e-6
otu_224	otu_305	0.8981247724885995	7.716236405386212e-8	1.8748576327327842e-6
otu_617	otu_721	0.897982474777945	7.809602542430127e-8	1.8968930424855303e-6
otu_145	otu_608	0.8979525334709656	7.829373904755244e-8	1.9010438673293341e-6
otu_518	otu_753	0.8979314588740822	7.843316618405538e-8	1.9037770844044895e-6
otu_116	otu_145	0.8978459148117314	7.900135767791028e-8	1.9169120940703764e-6
otu_655	otu_745	0.8978409636979374	7.903435372824674e-8	1.917056418495283e-6
otu_429	otu_880	0.8978147355685685	7.920935063410184e-8	1.920571535031784e-6
otu_701	otu_84	0.8978111250968044	7.923346645455354e-8	1.920571535031784e-6
otu_234	otu_296	0.8977393428843993	7.971427495867545e-8	1.931565453665327e-6
otu_645	otu_77	0.8976842758975913	8.008485763433271e-8	1.9398818761759962e-6
otu_462	otu_843	0.8975541729414522	8.096642600818882e-8	1.960565906988859e-6
otu_311	otu_396	0.8975208154509831	8.119382255422636e-8	1.9654007402163072e-6
otu_654	otu_666	0.8975155751954599	8.122959593848122e-8	1.9655953710262188e-6
otu_580	otu_668	0.8974863561270773	8.142931928745156e-8	1.9697557794598694e-6
otu_370	otu_429	0.8974471411200753	8.169804610602682e-8	1.975581956946693e-6
otu_145	otu_285	0.8973634474509752	8.227417702677542e-8	1.9888351196963627e-6
otu_77	otu_97	0.8973530486645025	8.234600890055788e-8	1.989892849245121e-6
otu_432	otu_847	0.897327768785648	8.252086503013345e-8	1.9934385923230195e-6
otu_128	otu_54	0.8973117684068866	8.263170503397532e-8	1.9954360224831467e-6
otu_748	otu_899	0.8972803728734756	8.284957297988171e-8	2.0000157815129757e-6
otu_830	otu_883	0.8972700255809684	8.292148789834641e-8	2.0010702677164455e-6
otu_608	otu_728	0.8972656741050363	8.295174747097178e-8	2.0011191469545934e-6
otu_224	otu_319	0.8971377390289944	8.384573990660726e-8	2.021997503103333e-6
otu_343	otu_580	0.8971202972727936	8.396827366752291e-8	2.0242637294079436e-6
otu_157	otu_802	0.8970859815583897	8.420981156831431e-8	2.0293963293831504e-6
otu_278	otu_5	0.8967938493091816	8.629088199541002e-8	2.078841792082488e-6
otu_311	otu_417	0.8967789499976196	8.639822057787683e-8	2.0807204490919465e-6
otu_54	otu_69	0.8967275911817844	8.676912321980979e-8	2.0889430629508285e-6
otu_645	otu_698	0.8967135042986204	8.687109986915686e-8	2.0905026322205267e-6
otu_232	otu_71	0.8967104955778094	8.689289399121947e-8	2.0905026322205267e-6
otu_775	otu_823	0.8966093276848295	8.762852066190874e-8	2.1074852495532556e-6
otu_3	otu_573	0.896514044235973	8.832635600697358e-8	2.1235477640265466e-6
otu_728	otu_743	0.896478577717404	8.85873490119593e-8	2.129100355568541e-6
otu_387	otu_97	0.8964732691887385	8.862647193907947e-8	2.1293185847980327e-6
otu_296	otu_900	0.8964413836144068	8.886178259892574e-8	2.134248628763626e-6
otu_149	otu_805	0.8964148655835539	8.905789927737828e-8	2.1382343052789508e-6
otu_477	otu_730	0.8963902437465318	8.924033290114153e-8	2.141888870538878e-6
otu_728	otu_91	0.8963592994051951	8.947007801296536e-8	2.146676116874385e-6
otu_202	otu_500	0.8962736230967446	9.010889101546127e-8	2.161271661459165e-6
otu_452	otu_765	0.8962067552684042	9.06102459730107e-8	2.172561499858967e-6
otu_625	otu_751	0.8961620420628958	9.094685760047128e-8	2.17989498792391e-6
otu_3	otu_536	0.8961086079092843	9.13505626698452e-8	2.1888311290696243e-6
otu_285	otu_743	0.8960818710725276	9.155315483511117e-8	2.192944035854457e-6
otu_488	otu_574	0.8958863963947271	9.304634618345631e-8	2.2279570378711653e-6
otu_202	otu_666	0.8958795708049797	9.30988699465729e-8	2.2284618393560627e-6
otu_145	otu_376	0.8958118597655476	9.362132424861613e-8	2.24021099846216e-6
otu_286	otu_95	0.8958012249694083	9.370361531146898e-8	2.2414233678081927e-6
otu_727	otu_87	0.8957782565620791	9.388155941536525e-8	2.244922201458646e-6
otu_169	otu_580	0.8957588340791547	9.403226353121852e-8	2.2477675244649726e-6
otu_280	otu_703	0.895753726648141	9.40719286912639e-8	2.247957524585981e-6
otu_79	otu_816	0.8957481238717211	9.41154576494796e-8	2.2482396954379898e-6
otu_396	otu_863	0.8957436097619432	9.415054158523617e-8	2.2483200085563337e-6
otu_573	otu_77	0.8957383666789556	9.419130542198673e-8	2.2485358582313006e-6
otu_727	otu_851	0.8957118582478164	9.439764014906871e-8	2.252702741819998e-6
otu_316	otu_418	0.895534386813075	9.578928672482334e-8	2.2846671235329495e-6
otu_617	otu_87	0.8955328329518696	9.580155047039796e-8	2.2846671235329495e-6
otu_718	otu_92	0.8954309392957537	9.660875788242151e-8	2.3026707346821765e-6
otu_559	otu_850	0.8954256440440338	9.665086997401318e-8	2.3026707346821765e-6
otu_356	otu_621	0.8954252566790807	9.665395106495112e-8	2.3026707346821765e-6
otu_234	otu_500	0.8953994324038124	9.685956348093328e-8	2.3067938243530333e-6
otu_2	otu_830	0.8953191168616295	9.750149088105786e-8	2.3213018702337446e-6
otu_19	otu_77	0.8952772191225536	9.783784182815225e-8	2.328527494094063e-6
otu_536	otu_77	0.8952537996055223	9.802629530319962e-8	2.3322295085295656e-6
otu_667	otu_71	0.8952282193584394	9.823249991214311e-8	2.336351229454045e-6
otu_275	otu_396	0.895162082291645	9.876740314496146e-8	2.3482852953043573e-6
otu_432	otu_72	0.8950731794722956	9.949046098078895e-8	2.3646834045856466e-6
otu_45	otu_797	0.895059413425818	9.960283664511849e-8	2.3665607274755004e-6
otu_261	otu_350	0.8950506458321803	9.967446668035507e-8	2.3674690014868787e-6
otu_343	otu_89	0.894911236574541	1.008195167351289e-7	2.3938640094200994e-6
otu_280	otu_48	0.8948994104827424	1.0091718083415913e-7	2.3953804785002887e-6
otu_609	otu_666	0.8947553137380936	1.0211387357905721e-7	2.4229738546331632e-6
otu_617	otu_713	0.8946454763757336	1.0303440145520426e-7	2.4439980714655476e-6
otu_536	otu_621	0.8944745536024147	1.0448137111040978e-7	2.4774913545739052e-6
otu_318	otu_77	0.8944619705551534	1.0458859622808347e-7	2.479204463632657e-6
otu_19	otu_387	0.8943319253071973	1.0570243658136746e-7	2.504769607201939e-6
otu_784	otu_802	0.8942843783487157	1.0611227008183732e-7	2.513640793556251e-6
otu_526	otu_89	0.8942782770121769	1.0616496171067524e-7	2.514048722420922e-6
otu_316	otu_727	0.8942550165961782	1.0636605152214429e-7	2.5179693612837336e-6
otu_727	otu_808	0.8942222264578159	1.0665009542165649e-7	2.5238504718214776e-6
otu_55	otu_77	0.8942035454323339	1.068122168490504e-7	2.5268433515998983e-6
otu_275	otu_285	0.8941969526187685	1.068694837069728e-7	2.527354530268737e-6
otu_330	otu_762	0.8941121563339972	1.0760845170487698e-7	2.5439815286974186e-6
otu_499	otu_95	0.8940744742923968	1.0793827387445276e-7	2.5509280090449197e-6
otu_169	otu_611	0.8940448354370688	1.0819831941510927e-7	2.5562213622884282e-6
otu_713	otu_871	0.8940157625525068	1.0845393338954068e-7	2.5614065254638738e-6
otu_12	otu_667	0.8940076314356965	1.0852551857176707e-7	2.562243389171407e-6
otu_208	otu_829	0.8939932128328159	1.0865255983816269e-7	2.5643885551413982e-6
otu_592	otu_77	0.8939887898929628	1.0869155619985804e-7	2.5644549724437876e-6
otu_107	otu_409	0.8939811049671514	1.0875934197684956e-7	2.5647373024109395e-6
otu_107	otu_164	0.8939792289915643	1.087758949580575e-7	2.5647373024109395e-6
otu_452	otu_526	0.8938898974134343	1.0956669016515264e-7	2.5825236887746453e-6
otu_577	otu_654	0.893854304429001	1.098831754475782e-7	2.588874337934999e-6
otu_432	otu_723	0.8938513841554435	1.0990917775899334e-7	2.588874337934999e-6
otu_209	otu_67	0.8938074189113809	1.1030129698497149e-7	2.5972474169790163e-6
otu_558	otu_72	0.8937932262119689	1.1042814129780254e-7	2.599370621927284e-6
otu_635	otu_728	0.893701840162352	1.1124795840089519e-7	2.617798904256921e-6
otu_350	otu_538	0.8935847896546827	1.1230581220544877e-7	2.641814386283899e-6
otu_650	otu_823	0.8935626806737588	1.125066126927976e-7	2.645659814603425e-6
otu_107	otu_230	0.8935411313786344	1.1270263322593621e-7	2.649390325877763e-6
otu_66	otu_676	0.8935176351620665	1.1291670531932141e-7	2.653542575004053e-6
otu_359	otu_883	0.8934485340892562	1.1354834983379192e-7	2.667501770904818e-6
otu_280	otu_550	0.8934176558311535	1.1383160591904584e-7	2.6732700136243516e-6
otu_302	otu_713	0.8933805830580966	1.1417250522782751e-7	2.680387704712654e-6
otu_603	otu_77	0.8932496261514307	1.153838953271702e-7	2.707930120929972e-6
otu_135	otu_9	0.8932400653515593	1.154727757857188e-7	2.7091189859611403e-6
otu_417	otu_805	0.8930835880447092	1.1693601176254731e-7	2.742540294401821e-6
otu_532	otu_54	0.8929656569167916	1.1804953103933258e-7	2.767740179273482e-6
otu_539	otu_666	0.8929123770287726	1.1855565151819292e-7	2.778687287368863e-6
otu_270	otu_288	0.8928963287905153	1.1870847105299731e-7	2.7813187359295715e-6
otu_396	otu_552	0.892892347572877	1.1874640915010559e-7	2.7813187359295715e-6
otu_676	otu_886	0.892754315143266	1.2006835214961598e-7	2.8113526683039914e-6
otu_432	otu_721	0.8927455441915121	1.2015278683108477e-7	2.8124005678467513e-6
otu_145	otu_717	0.8926966185710842	1.206247328688903e-7	2.8225152085887978e-6
otu_261	otu_466	0.8926677738418733	1.209037363558707e-7	2.827740059940376e-6
otu_497	otu_830	0.8926652867858984	1.2092781931372087e-7	2.827740059940376e-6
otu_188	otu_386	0.8926418678797869	1.2115479730567813e-7	2.832051018206894e-6
otu_493	otu_512	0.8926380235783586	1.2119209236161055e-7	2.832051018206894e-6
otu_635	otu_893	0.8926109982228254	1.2145455996481758e-7	2.837248975631645e-6
otu_160	otu_462	0.8925101254085782	1.2243864033756324e-7	2.859295246314706e-6
otu_353	otu_698	0.8925021446458876	1.2251679581964936e-7	2.8601780041216958e-6
otu_489	otu_802	0.8924503680853425	1.2302490803861588e-7	2.871094297709891e-6
otu_588	otu_728	0.892305078917991	1.2446060360105093e-7	2.903643759324584e-6
otu_319	otu_79	0.8921877428194064	1.2563079176963754e-7	2.9299795977179433e-6
otu_302	otu_802	0.8921425477113452	1.2608409072356608e-7	2.939584215172194e-6
otu_588	otu_880	0.8921050226888605	1.2646155034268247e-7	2.9474149431397444e-6
otu_145	otu_618	0.8920765804628233	1.2674830784931146e-7	2.953127241001906e-6
otu_209	otu_217	0.892066040309926	1.268547196175973e-7	2.954635263758405e-6
otu_172	otu_728	0.8918824979551216	1.287203512667645e-7	2.99710368475138e-6
otu_635	otu_71	0.891824003984505	1.293199576313242e-7	3.0100759661995843e-6
otu_113	otu_698	0.891760837613241	1.2997021170413348e-7	3.024218228740041e-6
otu_667	otu_863	0.8917434257675686	1.3014995836613252e-7	3.0274067768815254e-6
otu_677	otu_95	0.8917176399745664	1.3041655222423287e-7	3.0326127150409215e-6
otu_54	otu_91	0.891711625996401	1.3047879843242072e-7	3.0330650435212367e-6
otu_208	otu_256	0.8916513577149003	1.3110403163096862e-7	3.046599785533289e-6
otu_188	otu_622	0.8916145732755067	1.3148693067677186e-7	3.054496131972102e-6
otu_46	otu_99	0.8915324976077325	1.3234481910373574e-7	3.0734178895138844e-6
otu_5	otu_72	0.8914997140436413	1.3268885679096343e-7	3.080398104787528e-6
otu_325	otu_561	0.8914829985877857	1.328645744536061e-7	3.0834674456364726e-6
otu_160	otu_276	0.8913556179595394	1.342103590484811e-7	3.113680329924762e-6
otu_462	otu_67	0.8913404771090122	1.3437111601177776e-7	3.1163897966134685e-6
otu_115	otu_773	0.8913192069183532	1.345972362454262e-7	3.1206129264412253e-6
