OTU	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
otu_748	0	0.012996133	0	0	0.22052197	0	0	0	0	0	0	0	0	0	0.13554315	0	0	0	0	0
otu_749	0	0.021887029	0.008327382	0	0	0	0	0.09604745	0	0	0	0	0.014272526	0.030113416	0	0	0	0	0.010009583	0.005476592
otu_750	0	0	0	0	0	0	0.008960499	0.010951227	0	0	0	0	0.024839135	0.017503329	0	0	0	0.019777747	0.03475811	0.04424269
otu_751	0	0	0.006599343	0	0.013195353	0	0.013077466	0.15129772	0	0	0	0	0	0.00961753	0	0	0.03548667	0.015044872	0.025076192	0.022343976
otu_752	0	0	0.078507476	0	0	0.036246788	0	0	0.043485437	0.019459747	0	0	0.023988884	0	0	0	0	0	0	0
otu_753	0	0	0	0	0.01233066	0.07900212	0.038172275	0	0	0.16996163	0.003817901	0.01373303	0	0.047002956	0	0.018592553	0.4387696	0	0	0
otu_754	0.18640397	0.23071972	0.25279176	0.08637086	0.14390367	0.024802132	0.00855146	0.02746677	0.19404383	0.013321803	0.072250135	0.015566048	0.16035405	0.06827563	0.1559335	0	0.00560241	0.037822023	0.05373445	0.050995287
otu_755	0	0.023259329	0.013792459	0	0.04467069	0	0	0	0.01804552	0	0	0	0	0	0.04165458	0	0	0	0	0
otu_756	0.053190276	0.023976393	0.03113329	0	0.03259042	0.006929525	0	0	0.051457297	0	0	0	0.02464624	0	0.01881121	0	0	0	0	0
otu_757	0	0	0	0	0	0	0.008363673	0.004045992	0	0	0	0	0	0.025784943	0	0	0	0.009757231	0.057397313	0.034480307
otu_758	0	0	0	0	0.008212397	0	0	0.059704028	0	0	0	0	0	0	0	0	0.010412577	0	0	0
otu_759	0.11664274	0.013491256	0.21100561	0.0344958	0.07150847	0.012758972	0	0.005577383	0.38218853	0.00949009	0.031199157	0	0.011308019	0	0.04406705	0	0	0	0	0
otu_760	0	0.010108017	0	0	0.018437918	0	0.009495568	0.019426905	0	0	0	0.004732304	0.013522354	0.033070732	0	0	0.0099902	0.022893142	0.0818346	0.060234427
otu_761	0	0.11334426	0.008438653	0	0.062497105	0.06197662	0.024923174	0.007359998	0	0.091500826	0	0.015757464	0.028351929	0.11334971	0.056134354	0	0.011335395	0.049354613	0.08141223	0.06902216
otu_762	0.22726887	0.024993224	0.056588892	0.16710189	0.006414019	0.008685357	0.022555348	0.051711015	0.3400879	0	0.12105909	0	0.42782643	0.01048231	0.02959881	0	0	0.032571986	0.018723272	0.03509725
otu_763	0.06883917	0.00800556	0.16637862	0.009815579	0.02083115	0.004775396	0	0.02192219	0.12657298	0	0.007507761	0	0.020227153	0	0.022932148	0	0	0	0	0
otu_764	0	0	0	0	0.00724903	0	0.045178607	0	0	0	0	0.070599206	0	0.04717963	0	0	0.10263741	0.07561794	0.07478425	0.02848709
otu_765	0	0.01273302	0.009653603	0.009294718	0	0	0	0	0	0	0.004881016	0	0.14329845	0.063900396	0	0	0	0	0.013238149	0.014667349
otu_766	0	0	0	0	0.009278075	0	0	0.007372228	0	0	0	0	0	0	0	0	0.008076649	0	0.005324849	0.007553491
otu_767	0	0	0	0.019934896	0.009327468	0	0.00948266	0.02385314	0	0	0.017408704	0.041792657	0	0	0.028674506	0	0	0.10522187	0	0
otu_768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006753292	0	0	0
otu_770	0	0	0.045718744	0	0	0	0	0.002118656	0.01480121	0	0	0	0.05847638	0.004336029	0	0	0	0	0	0
otu_771	0.023488948	0.01305036	0.011224927	0.006788262	0.007927097	0	0	0	0.015820451	0	0.004450147	0.017300172	0	0	0.04239371	0.027534135	0	0.008617721	0	0
otu_772	0	0	0	0	0	0	0	0.08434351	0	0	0	0	0.013724973	0	0	0	0	0	0	0
otu_773	0	0.012810211	0.004844182	0	0.03377827	0.008884816	0.064616114	0.10070182	0.010538051	0.009443424	0	0.03814745	0.009349678	0.018101847	0.024681497	0.008583071	0.04276121	0.104373544	0.0307267	0.025246723
otu_774	0.009005989	0.02103959	0.020470453	0	0.091141835	0	0	0.053123984	0.16490787	0	0.007525228	0.023936983	0.011108857	0.006546964	0.088161774	0	0.006239218	0.034620937	0	0.1251444
otu_775	0	0.027574642	0	0.00844759	0.222897	0	0	0	0.011528877	0	0.005969528	0	0	0	0.07823661	0	0	0	0	0
otu_776	0.011472735	0.013354627	0.04511197	0.014628927	0.03485893	0	0.031510547	0.086544074	0.009717531	0	0.008343883	0.010585631	0.026358131	0.011156964	0.029393721	0	0	0.16258371	0.04353042	0.050493594
otu_777	0	0	0.23784845	0.026767423	0.006873672	0	0	0	0.03593262	0	0.025006898	0	0.028366877	0	0	0	0	0	0.004999817	0.014651803
otu_778	0	0	0	0	0.020739358	0	0	0.006376256	0	0	0	0.04771587	0	0.007611947	0.030013802	0.004920722	0.006293442	0.02991925	0	0.005982149
otu_779	0	0	0	0	0.007689709	0.012895547	0.007277262	0	0	0.018568521	0	0	0	0.041842774	0	0	0.007756935	0.008565781	0.025949752	0.005704626
otu_780	0	0	0	0	0	0	0	0.021616144	0	0	0	0	0	0	0	0	0.007212315	0	0	0
otu_781	0	0	0.00830417	0	0.017537657	0	0	0.003337917	0	0	0	0	0.007707201	0.031747714	0.018060992	0	0	0.021299528	0.031734932	0.0234115
otu_782	0	0.016987335	0	0	0.24259701	0	0	0	0	0	0	0	0	0	0.05011123	0	0	0	0	0
otu_783	0	0	0.14444034	0.015287185	0	0	0	0	0.019751709	0	0.014550971	0	0.015733453	0	0	0	0	0	0	0.00826385
otu_784	0	0.034917515	0.005267622	0	0	0	0	0	0	0	0	0	0.024312638	0.069788076	0.07939704	0	0	0.010538111	0.2149156	0.19148166
otu_785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014053662	0
otu_786	0	0	0	0	0	0.009565851	0.006682408	0	0	0.011712596	0	0.003292145	0.006927982	0	0	0.003938601	0	0.008111496	0.006896468	0
otu_787	0.005782862	0.030108603	0	0	0.009992182	0.03467797	0.03164543	0.045110356	0.007006478	0.042498942	0	0.009838474	0.024802387	0.063269444	0	0	0.010646692	0.04126432	0.07221968	0.059254713
otu_788	0	0	0	0	0.018987525	0	0	0	0	0	0	0	0.035848614	0	0	0	0	0	0	0
otu_789	0	0	0.031436495	0.041843805	0.012615221	0	0	0	0.32951373	0	0.033797447	0	0.009626436	0	0	0	0	0	0	0
otu_790	0	0	0	0.017422205	0	0	0	0	0	0	0.015231509	0	0.02701759	0	0	0	0	0	0.010665853	0.023314541
otu_791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_792	0	0	0.07766172	0.024004791	0.025935601	0	0	0.036533643	0.040960234	0	0.019052042	0	0.01353525	0	0	0	0	0	0	0
otu_793	0.0256696	0.109873295	0	0.01526935	0.008091805	0.14142673	0.04722989	0.038320884	0.017686909	0.20457515	0.006392779	0.009215689	0.09361183	0.23231634	0.014516883	0	0.006260883	0.06029138	0.20241965	0.13970941
otu_794	0.006347951	0	0.16355309	0.013499514	0.006943921	0	0	0	0.030593444	0	0.011312322	0	0.04009507	0.009290001	0	0	0	0	0.009654603	0.015959036
otu_795	0	0	0.024320692	0	0.006584379	0	0	0.019800792	0	0	0	0	0.011502801	0.009678736	0	0	0	0	0	0
otu_796	0	0	0.008642501	0	0.024351364	0	0	0.021995723	0	0	0	0.008375771	0	0.008645971	0	0	0.009975974	0.016699795	0.009878814	0.012481761
otu_797	1.6454073	0.034712836	0.122153394	0	0.017348126	0.031668767	0	0.023528226	0.7165277	0.024847284	0	0	0.02087139	0.01860672	0	0	0	0	0	0
otu_798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18600242	0
otu_799	0	0.011272617	0	0	0.011015131	0.042855565	0.03104958	0	0	0.069143824	0	0.022061199	0	0.04534304	0	0.004481041	0.017857524	0.044614855	0.011449755	0
otu_800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_801	0	0.06949965	0.020332059	0.023429735	0.056436874	0.010699625	0.026829375	0.016259173	0	0.010132535	0.01361368	0.012956088	0.0715875	0.17588337	0.040102214	0	0.012468975	0.054141086	0.21496193	0.19998321
otu_802	0	0	0	0	0	0	0.01497549	0.00638799	0	0	0	0.00736719	0	0.051651258	0	0	0.004357124	0.016207896	0.13481912	0.06717838
otu_803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_804	0	0.008535245	0.008573827	0	0.06896926	0	0.007787739	0.08298271	0	0	0	0.05443483	0	0	0.035080202	0.006614765	0.02079924	0.03167302	0.004459479	0
otu_805	0.012825617	0	0.009097485	0	0	0	0.025371235	0.13960436	0.022706594	0	0	0	0.018161038	0.008659921	0	0	0	0.030376978	0.017151056	0.026591625
otu_806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_807	0	0	0	0.019528043	0	0	0	0	0	0	0.011224464	0	0.09083355	0	0	0	0	0	0	0
otu_808	0	0.044214234	0.010604186	0	0.062937364	0.01923919	0.034489255	0.021631662	0	0.018225461	0	0.021825582	0.021892084	0.052101772	0.04648891	0	0.018620064	0.07419751	0.109922834	0.1182664
otu_809	0	0	0	0	0	0	0	0	0	0	0	0	0.006591841	0	0	0	0	0	0.015285668	0.011773956
otu_810	0	0	0.009658297	0	0.008183612	0	0	0.01286656	0	0	0	0	0	0	0	0	0	0	0	0
otu_811	0	0	0	0	0.009594346	0	0	0.043178204	0	0	0	0	0	0	0	0	0	0	0	0
otu_812	0	0	0.011560486	0	0	0	0	0.013134135	0	0	0	0	0.020218406	0.011680299	0	0	0	0	0.004380481	0.004903741
otu_813	0	0	0.024567535	0	0	0	0	0	0	0	0	0	0.121276066	0	0	0	0	0	0	0
otu_814	0	0	0.013739984	0	0	0	0	0.1019383	0	0	0	0	0	0	0	0	0	0	0	0
otu_815	0	0.012103794	0	0	0	0.007767348	0	0	0	0.010757595	0	0	0	0.012161846	0	0	0	0	0.00546894	0
otu_816	0.012413121	0	0.012538808	0	0.013510702	0	0.004960361	0.12383061	0.012465279	0	0	0	0.012122323	0.0101401	0	0	0	0.00731641	0.007647072	0.010202902
otu_817	0.010022959	0.013208796	0.038339257	0	0.016086632	0.005342291	0	0.005604749	0.026762592	0	0.005594928	0	0.0157957	0.011800132	0.01864682	0	0	0.0134241	0.008066366	0.013392909
otu_818	0	0	0.007529311	0	0	0	0	0.4542904	0	0	0	0	0	0	0	0	0	0	0	0
otu_819	0.006536237	0.008663092	0.007051156	0.017393682	0	0	0.003697756	0.006041763	0.009116834	0	0.012347194	0	0.047334515	0.012849879	0	0	0	0	0.01223073	0.019289006
otu_820	0	0	0.039987545	0	0	0	0	0	0.011398264	0	0	0	0.03132044	0	0	0	0	0	0.004080312	0
otu_821	0	0	0	0	0.007463972	0	0.006754726	0.05680958	0	0	0	0	0	0	0	0	0	0	0	0
otu_822	0	0	0	0	0	0.010697967	0.008315467	0	0	0.012476844	0	0.004015409	0.008771875	0	0	0.004503478	0.003877519	0.010730903	0.008529517	0.004611375
otu_823	0	0.09828098	0	0	0.21943425	0	0	0	0	0	0	0.015514117	0	0.08112392	0.12846278	0	0.005106942	0.024130765	0	0
otu_824	0	0	0	0	0	0	0	0	0	0	0.005652879	0	0	0	0	0	0	0	0	0
otu_825	0	0	0	0	0	0	0	0.003345146	0	0	0	0	0.006734436	0.008682865	0	0	0	0	0.003139957	0
otu_826	0.006309983	0	0.022179889	0	0	0.005562479	0	0.002778334	0.10786108	0	0	0	0.10110704	0	0	0	0	0	0	0
otu_827	0	0.031496316	0	0	0.007681988	0.009406483	0.14750977	0.016719263	0	0.013217608	0	0.03327001	0	0.10471875	0	0	0.025521094	0.17449492	0.09125893	0.056285027
otu_828	0	0	0	0	0	0	0	0.065781735	0	0	0	0	0	0	0	0	0	0	0	0
otu_829	0	0.012166631	0	0	0.20799255	0.005636592	0	0	0	0	0	0	0	0	1.2308645	0	0	0	0	0
otu_830	0	0	0	0	0	0	0.004389058	0	0	0	0	0	0.047154058	0.060879663	0	0	0	0.008626265	0.10848584	0.07104592
otu_831	0	0	0.0168823	0.007453538	0.02495278	0	0.003278502	0.08558552	0	0	0.005293253	0	0.022598948	0	0	0	0.00582052	0.005153352	0.007666445	0.01948262
otu_832	0	0	0	0	0.010890272	0	0	0.006083814	0	0	0	0	0	0	0	0	0	0	0.032906793	0.011407534
otu_833	0	0.006883599	0.010143375	0.004103048	0.055091023	0	0.00299589	0.047124498	0	0	0.003533656	0.017190896	0	0	0.021752805	0.004904269	0.010714103	0.009004961	0	0
otu_834	0.023085687	0.012988298	0.01779313	0.028211338	0.010933551	0	0	0	0.13115011	0	0.01861456	0	0.35606205	0.007072526	0.034285966	0	0	0	0	0
otu_835	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010654595	0	0	0	0	0.04637708	0.065179154
otu_836	0.005487551	0	0.004721959	0.014358544	0.01915222	0	0	0.007373612	0.01016291	0	0.008396402	0	0.056589358	0	0.013068181	0	0	0	0	0
otu_837	0	0	0.092898324	0.007062635	0	0	0	0	0.013286122	0	0.006738141	0	0.007883906	0	0	0	0	0	0	0
otu_838	0	0	0.008978274	0.01079362	0	0	0.006482913	0.05742558	0	0	0.005226093	0	0.030605447	0	0	0	0	0.01285389	0.00777537	0.04342093
otu_839	0	0.019440353	0	0	0.06432284	0	0.011047981	0.007248346	0	0	0	0.00702712	0	0.055935547	0.02151209	0	0.018248288	0.04564213	0.09149065	0.06507769
otu_840	0	0	0	0	0.044112876	0	0	0	0	0	0	0	0	0	0.0686182	0	0	0	0	0
otu_841	0.020478638	0.19158857	0.016796876	0	0.057720754	0.032153603	0	0.006945446	0.012510848	0.02517409	0	0	0	0	0.03479028	0	0	0	0	0
otu_842	0	0	0	0	0.018660791	0	0.012669887	0.042208277	0	0	0	0.010798381	0	0	0	0	0.054722868	0.022353088	0.08324932	0.06010481
otu_843	0.026483407	0	0.32706735	0	0	0	0	0	0.006554805	0	0	0	0	0	0	0	0	0	0	0
otu_844	0.011879871	0.03439148	0.008412608	0	0.026605148	0.004670056	0	0.006702685	0	0	0	0.009803911	0.014489787	0	0.022957867	0	0	0.018471152	0.004641431	0.024175132
otu_845	0	0	0	0	0	0	0	0.057856098	0	0	0	0	0	0	0	0	0	0	0	0
otu_846	0	0	0	0	0	0	0	0.07540892	0	0	0	0	0.03239168	0	0	0	0	0.012689021	0	0
otu_847	0	0	0	0.01646798	0.006809128	0	0.014318743	0.043235604	0	0	0.007942581	0.007458549	0.060211554	0.015334582	0	0	0.009715893	0.024314625	0.091542184	0.18180458
otu_848	0	0.016053459	0.034982473	0	0.020470763	0.012974157	0.12381926	0.061897676	0.016456014	0.010723877	0	0.025569241	0.012957611	0.07174364	0.021861508	0	0.01037909	0.07553875	0.10006027	0.0765514
otu_849	0	0	0	0	0.013633225	0.01817918	0	0.002503379	0	0.014331272	0	0.005525465	0	0	0	0.030680744	0	0	0	0
otu_850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19657786	0.10315025
otu_851	0.007717317	0.01647929	0.006687633	0	0.036455825	0	0.05148702	0.10909441	0	0	0	0.006359996	0.037698325	0.071651965	0.015178227	0	0.01170268	0.058893364	0.08440476	0.093348555
otu_852	0.031427857	0.011799788	0.029262697	0	0.023645343	0	0	0.009673369	0.020530004	0	0	0	0.02760307	0	0.011723934	0	0	0	0	0
otu_853	0	0	0.005716429	0	0.024165707	0	0	0.017943418	0	0	0	0	0	0	0.04363412	0	0	0.013074131	0	0
otu_854	0	0	0	0	0.006197135	0	0.003385895	0.009617647	0	0.005881335	0	0	0.007282286	0.010485467	0	0.002571241	0.038595617	0.00832973	0.013736933	0.011487303
otu_855	0	0.07767925	0	0	0.011792731	0.08494739	0.065080434	0.022387756	0.013772001	0.097643584	0	0.029859941	0.02553039	0.18057193	0.02512401	0	0.01717877	0.09885344	0.1998367	0.12972131
otu_856	0	0	0.028375415	0.039881974	0	0	0	0	0.01885957	0	0.041011523	0	0	0	0	0	0	0	0	0
otu_857	0	0	0.018463373	0	0.048126064	0	0	0.005851674	0.005785895	0	0	0.005742041	0	0	0.006927238	0	0.007080114	0.014019135	0	0
otu_858	0	0	0	0	0	0.014760408	0.011217489	0	0	0.018148502	0	0.00652527	0.008125313	0.005755104	0	0.006757025	0.005057355	0.014000695	0.010180011	0.004905217
otu_859	0	0	0.012009871	0	0.010047672	0	0	0.005786455	0.013988896	0	0.007894003	0	0.060183495	0.013772548	0	0	0	0	0.0145501	0.021630423
otu_860	0	0.03259013	0	0	0.12781933	0	0.004800232	0.011237269	0	0	0	0.105442986	0.02756764	0.043254502	0.037265487	0	0.036860015	0.048980743	0.0768087	0.05130334
otu_861	0	0	0.034866072	0	0	0	0	0	0.00661741	0	0	0	0.019232426	0	0	0	0	0	0	0
otu_862	0	0.023111377	0.046301667	0	0.081162445	0.01817376	0.08605689	0.08954955	0.018098371	0.013697583	0	0.04297483	0.0175181	0.033763904	0.036818087	0	0.014750035	0.19319172	0.05938867	0.039019737
otu_863	0	0.006510836	0.018627103	0	0.023273861	0	0.016503189	0.108845286	0	0	0	0.008963584	0.008697555	0.012036618	0.008747991	0	0.019945467	0.021649444	0.016777895	0.018370306
otu_864	0.058127694	0.05779326	0.05247801	0.04044205	0.025401266	0.01943479	0.048204932	0.14330654	0.035368994	0.013028208	0.03431079	0.025689563	0.129662	0.095059805	0.044404518	0.03152435	0	0.05744888	0.116319284	0.100456014
otu_865	0	0	0	0.010893268	0.09970803	0	0	0	0.050991796	0	0.006662021	0	0	0	0.022758678	0	0	0	0	0
otu_866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006635733	0	0	0
otu_867	0	0	0.08445141	0	0.00633338	0	0	0	0	0	0	0	0.022185784	0.006060379	0	0	0	0	0	0
otu_868	0	0	0.07363968	0.11947547	0	0	0	0.015157944	0.032112394	0	0.10586736	0	0.033315014	0.006306886	0	0	0	0.0226073	0.013667194	0.040304124
otu_869	0	0.008850273	0	0	0.016286053	0	0.107768856	0.021337027	0	0	0	0.049668185	0	0.04261926	0	0	0.08346473	0.1410378	0.033965424	0.028691536
otu_870	0	0	0.02447924	0	0.053550117	0	0	0.06552142	0.00848767	0	0	0	0.008212918	0.007606523	0	0	0.016959047	0	0.008016533	0.010055154
otu_871	0	0.060673065	0	0	0	0.026608396	0	0	0	0.029451601	0	0	0	0.13167122	0	0	0	0	0.26138988	0.21240455
otu_872	0	0	0.19005011	0.037817344	0	0	0.005239568	0.027891962	0.059958708	0	0.021588437	0	0.02791076	0.014156251	0	0	0	0	0	0
otu_873	0	0.020658793	0.008417232	0.007677816	0	0.003805328	0	0	0	0	0	0	0.035522033	0	0	0	0	0	0	0
otu_874	0.2565288	0.018112978	0.03074278	0	0.03938245	0	0.004760337	0.003404771	0.042176377	0	0.005588779	0	0.09908965	0.018387925	0.055011716	0	0	0.02022767	0.017642297	0.027848586
otu_875	0	0.030497292	0.057572562	0.122304134	0.040816694	0	0.023205517	0.014446657	0	0	0.11825856	0.010610159	0.10091084	0.059402306	0.034730256	0	0.006667078	0.04540022	0.09832932	0.14305253
otu_876	0	0	0.0059539	0	0	0	0	0	0	0	0	0	0.020612461	0	0	0	0	0	0	0.007024729
otu_877	0	0	0.02449146	0	0	0	0	0	0	0	0	0	0.014716137	0	0	0	0	0	0	0
otu_878	0	0	0.008136583	0.011626622	0	0	0	0.023173956	0.007045521	0	0.004423997	0	0.05914815	0	0	0	0	0	0	0.010622082
otu_879	0.01763052	0	0.2046861	0.049214467	0.04986873	0	0	0	0.043976936	0	0.024018688	0.011284241	0.16160874	0.008343115	0.055755828	0	0	0.011541108	0	0
otu_880	0.011359834	0.011263668	0.015280193	0	0.009720158	0.005056946	0.014682223	0.12749718	0.012341963	0	0	0	0.038132336	0.013639481	0	0	0	0.013413876	0.018035293	0.025020506
otu_881	0.0362181	0.009940932	0.7275425	0.023398835	0	0.014176223	0	0	1.6093513	0.009365787	0.017924959	0	0.010972644	0	0.012574711	0	0	0	0	0
otu_882	0	0.02571717	0	0	0.036353137	0	0.00533607	0.036304932	0	0	0	0.005968819	0.008755821	0.023327889	0.031292375	0	0	0.034779623	0.03372667	0.018705439
otu_883	0.007013165	0.028229034	0.004229462	0	0.03325392	0.005940322	0.012886792	0.026864007	0	0.006274636	0	0.004372852	0.04257032	0.12045777	0.014190433	0	0.007765444	0.021511983	0.099678606	0.10946861
otu_884	0.012140347	0.015686631	0.050580524	0	0.14977716	0.006945369	0.0044176	0.058805387	0.022271395	0.008493071	0	0	0.00937713	0.009461893	0.011317889	0	0.013568485	0.006188444	0.008371858	0.009128099
otu_885	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006733639	0	0	0	0	0.16288841	0.16535462
otu_886	0	0.014815195	0	0.012483629	0.03024096	0	0.007446307	0.1308344	0	0	0.009333185	0.014568347	0	0	0.034866154	0	0	0.09354329	0	0
otu_887	0	0	0.019376105	0.009999552	0	0	0	0	0.010684725	0	0.005915829	0	0.054689724	0	0	0	0	0	0	0
otu_888	0.013083574	0.045116186	0.013107723	0.009296013	0.24014264	0.00674852	0.015686767	0	0.009646059	0	0.00576676	0.038069014	0.010597858	0	0.12577653	0.06483112	0.009860295	0.036009658	0	0
otu_889	0	0	0.018143373	0	0	0	0	0.007517116	0	0	0	0	0	0	0	0	0	0	0.039795525	0.047273938
otu_890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_891	0	0	0.006860112	0.016330631	0	0	0.005941325	0.13283531	0	0	0.011539646	0	0.09121665	0.019358411	0	0	0	0.009165394	0.055315245	0.080098204
otu_892	0.09550364	0.0467667	0.042333573	0.03821864	0.06425965	0.00563317	0	0	0.10406387	0	0.018713307	0	0.2010525	0.022067973	0.08233021	0	0	0	0.0052616	0
otu_893	0.014150596	0	0.033648342	0.004890707	0	0	0.017362857	0.11018957	0	0	0	0	0.019507982	0.008246363	0	0	0	0.015892765	0.047806475	0.06532855
otu_894	0.46747765	0.030281682	0.047568217	0.051339887	0.014049912	0.02255191	0	0	0.22223878	0.014955135	0.026376465	0	0.18365024	0.010090098	0.022770662	0	0	0	0	0
otu_895	0	0	0	0	0	0	0.013442736	0.011005332	0	0	0	0.067478426	0	0.008768497	0	0	0.037728682	0.051910438	0.007744473	0
otu_896	0.023566488	0.11133866	0.039031	0.006702333	0	0	0	0.041484654	0.021460725	0	0.005255119	0	0.16364469	0	0	0	0	0	0	0
otu_897	0	0	0.013196455	0	0	0	0	0.066588454	0	0	0	0	0	0	0	0	0	0	0	0
otu_898	0.5587442	0.020386197	0.13693672	0.0113939	0	0.029128728	0	0	0.83826685	0.016650163	0.00966389	0	0.031063683	0	0	0	0	0	0	0
otu_899	0.020653684	0	0	0	0.14738482	0.004226722	0	0	0.005908198	0	0	0	0	0.004987706	0.021734837	0	0	0	0.004470466	0
otu_900	0	0	0.2963624	0	0	0	0	0	0.04790976	0	0.007461972	0	0.009089596	0	0	0	0	0	0	0
