OTU	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
otu_363	0	0	0	0	0	0	0.024116477	0	0	0	0	0.024384206	0	0	0	0	0.016239224	0.035860006	0.008766072	0
otu_364	0	0	0	0	0.008570764	0	0	0.003557955	0	0	0	0	0	0	0	0	0.008444996	0	0	0
otu_365	0	0	0	0	0	0	0	0.007598289	0	0	0	0	0.007677546	0	0	0	0	0	0	0
otu_366	0	0.011960936	0.008216894	0	0	0	0.0164668	0.07558667	0	0	0	0.010239578	0	0.022986315	0	0	0	0.027370213	0	0
otu_367	0	0.03158305	0.013711228	0	0.008269704	0.005321385	0	0.007124628	0	0	0	0	0.05722704	0.060093436	0	0	0	0.009355678	0.07697945	0.09146843
otu_368	0.006418653	0.007785923	0.006768711	0	0.05621964	0	0	0.011907331	0.006612308	0	0	0	0	0	0.012025101	0.002694817	0.005245391	0	0	0
otu_369	0	0	0	0	0	0	0.0115777	0	0	0	0	0	0	0	0	0	0	0	0.05705342	0.07525451
otu_370	0	0	0	0	0	0	0.02035697	0.10203145	0	0	0	0.007047415	0	0.02106942	0	0	0	0.01941088	0.006307471	0
otu_371	0	0	0.04385363	0	0.007698404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_372	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012426301	0	0	0	0	0.020746823	0.020846562
otu_373	0	0	0	0	0.009361729	0	0	0.008632358	0	0	0	0	0	0	0	0	0	0	0	0
otu_374	0	0	0.008206399	0	0.009130552	0	0.016497934	0.009828544	0	0	0	0.009056184	0	0.015356742	0	0	0.007448619	0.045512255	0.023741394	0.026769528
otu_375	0	0	0	0	0.005915568	0	0	0	0	0	0	0	0	0.009951025	0	0	0	0	0.012204909	0
otu_376	0	0	0.008606874	0	0.039017595	0	0.007491108	0.15730904	0.00655946	0	0	0	0.025372615	0.018807387	0	0	0.005026115	0.013990101	0.026796697	0.036672886
otu_377	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007966805	0	0	0	0	0.010321982	0.006915922
otu_378	0	0.011650761	0.018556856	0	0.07154885	0.003291477	0.011346545	0.08932916	0	0	0	0.027364286	0.008579163	0.024750458	0.01781719	0.00440866	0.056345712	0.028769452	0.029704	0.02445786
otu_379	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005903131	0	0	0	0	0.026561543	0.037219163
otu_380	0	0	0	0	0	0	0.003548509	0	0	0	0	0	0.031677254	0.058166165	0	0	0	0	0.052510712	0.03589396
otu_381	0	0	0	0	0.05525523	0	0	0.005222571	0	0	0	0.014025557	0	0	0.018277064	0	0.01019388	0	0	0
otu_382	0.0765944	0.07157226	0.16669367	0.060292605	0.07887801	0.01103123	0.011304565	0.032062918	0.0832391	0.005761348	0.053639792	0.03186022	0.13515946	0.07070835	0.082558975	0	0.00943831	0.053932834	0.0790135	0.069850616
otu_383	0	0	0	0	0.008454629	0	0	0.1475111	0	0	0	0	0	0	0	0	0	0	0	0
otu_384	0.019075427	0	0	0	0.005375604	0	0	0.04837765	0	0	0	0	0	0	0	0	0	0	0	0
otu_385	0	0.020863201	0.009725539	0	0.02137464	0.008872672	0	0.011868758	0	0.008931659	0	0	0	0.004889347	0.011038279	0	0	0.008552146	0.004954028	0
otu_386	0	0	0.22033527	0	0	0	0	0	0	0	0	0	0.010845694	0	0	0	0	0	0	0
otu_387	0	0.015017593	0.01159857	0.062106583	0	0.009627903	0	0	0	0	0.015536948	0	0.1269913	0	0	0	0	0	0	0
otu_388	0.01575495	0.06605184	0	0	0	0.31675464	0	0	0.021265173	0.3057271	0	0	0	0.10779649	0	0	0	0	0.052587967	0.008229358
otu_389	0	0	0	0	0	0	0	0.078005314	0	0	0	0	0	0	0	0	0	0	0	0
otu_390	0.015488474	0	0.014939334	0	0.013215656	0	0	0	0	0	0	0	0.046368033	0.012907869	0	0	0	0	0	0
otu_391	0	0	0	0	0.006079347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_392	0	0	0.021592414	0	0	0	0	0	0.017878827	0	0	0	0.038977936	0	0	0	0	0	0	0
otu_393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_394	0.006100331	0	0.020892177	0.008341602	0.023529427	0	0	0.004972362	0.07246293	0	0.007081456	0.004249176	0	0	0.042394105	0	0	0.008558631	0	0.009058198
otu_395	0	0	0	0	0	0	0	0.06886449	0	0	0	0	0	0	0	0	0	0	0	0
otu_396	0	0	0	0	0	0	0.0439092	0.11017097	0	0	0	0	0	0	0	0	0	0	0.007910331	0
otu_397	0	0	0	0	0.007571407	0	0	0.2237223	0	0	0	0	0	0	0	0	0.006486245	0	0	0
otu_398	0	0	0	0	0.013786163	0	0.011628062	0.060434695	0	0	0	0.007826391	0.015651165	0.027294936	0	0	0.006356343	0.013057688	0.006964281	0.005900235
otu_399	0	0	0	0	0.021117106	0	0.004895345	0.042577222	0	0	0	0.009382149	0	0.012431551	0	0	0.008760138	0.01282296	0.003813604	0
otu_400	0.015405114	0.02082701	0.025504155	0.017457431	0.00622103	0.005115342	0	0.009429353	0.034493044	0	0.010357115	0	0.08180537	0.025607174	0	0	0	0.016593086	0.04525746	0.07234908
otu_401	0	0	0.012718342	0.0073548	0.015478635	0.005608532	0.004779452	0.0359514	0	0	0.0046681	0.072316624	0.022899019	0.008930555	0.027705299	0.009065311	0.006288661	0.035393428	0.020819934	0.052885413
otu_402	0	0.014225429	0.09096032	0.031187823	0.010931598	0	0	0.004283254	0.040975504	0	0.019795544	0	0.17127919	0.061156496	0.021262767	0	0	0.016494561	0.063784845	0.1436554
otu_403	0	0	0.0141703	0.012875328	0.05839894	0	0	0.07871532	0.011503872	0	0.01019783	0	0.015520274	0	0.020637088	0	0	0.00748408	0.003066681	0
otu_404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_405	0	0.011076885	0.015353705	0.01520141	0.012968591	0	0	0	0	0	0.005248672	0	0.03180626	0.006147441	0	0	0	0.009863956	0.009216139	0.008840255
otu_406	0.13525571	0.038181704	0.09100519	0.07933335	0.007581462	0.008029319	0.021029785	0.05011789	0.2433214	0	0.057200447	0.005306059	0.23603283	0.015779028	0.038377624	0	0	0.034349993	0.013842825	0.026721006
otu_407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_408	0.005319608	0	0.010096801	0.006041932	0	0	0	0.010450283	0.006114691	0	0.005003518	0	0.020131808	0	0	0	0	0	0	0
otu_409	0	0	0.15425487	0	0	0	0	0	0.006135293	0	0	0	0.013948807	0	0	0	0	0	0	0
otu_410	0	0	0	0	0	0.05610207	0.013704934	0	0	0.113965705	0	0	0	0.016789192	0	0	0.007859118	0	0	0
otu_411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_412	0	0.005999772	0	0	0	0	0.002901224	0.002241927	0	0	0	0	0.023573264	0.031626776	0	0	0	0	0.044122677	0.052717812
otu_413	0	0	0.00546029	0.003969157	0.014919322	0	0	0.026380626	0.006406108	0	0.002946988	0	0.017878372	0	0.006610297	0	0	0	0.003122995	0
otu_414	0	0	0.004069815	0.010267677	0	0	0	0	0	0	0.005660291	0	0.03296141	0.012909349	0	0	0	0	0.002883977	0.005005094
otu_415	0.0847858	0.029060686	0.09543614	0.034895014	0.013500843	0.007373917	0.015970562	0.041285116	0.1301369	0	0.025866847	0.00867794	0.08267856	0.015171328	0.045470413	0	0	0.039047927	0.012511389	0.022628069
otu_416	0.033503078	0.007386334	0.014658598	0	0	0.003326442	0	0.009324375	0.0712628	0	0	0	0.101612486	0	0	0	0	0	0	0.05923636
otu_417	0	0	0	0	0.031014232	0	0	0.11661719	0	0	0	0.008356382	0	0	0	0	0.008156637	0.019277435	0	0
otu_418	0	0	0.01164016	0.01222492	0	0	0	0	0	0	0	0	0.016783832	0	0.013714523	0	0	0	0.058760196	0.10593391
otu_419	0	0	0.006625097	0.016179044	0	0	0	0.03138953	0	0	0.006076525	0	0.025168322	0	0	0	0	0	0	0.008852904
otu_420	0.013983202	0.03655903	0.038523834	0.010959	0.035416164	0.01635992	0.027745018	0.057568025	0.025719507	0.017476594	0.006743197	0.009283462	0.052929055	0.046106726	0.023121968	0	0.012444299	0.0407689	0.054360796	0.054470364
otu_421	0.41604295	0.16567317	0.17161201	0.015912104	0.11131156	0.024761777	0	0.007272206	0.32698983	0.013827911	0.010404856	0	0.02370724	0	0.092430174	0	0	0.008244139	0	0.005647062
otu_422	0	0	0	0	0	0	0	0	0	0	0	0	0.04586037	0	0	0	0	0	0	0
otu_423	0	0	0	0	0.013583246	0	0	0.03396881	0	0	0	0	0.042222388	0.018729376	0	0	0	0	0.013145157	0.010953913
otu_424	0	0	0.040265407	0	0	0	0	0	0	0	0	0	0.048444398	0	0	0	0	0	0	0
otu_425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_426	0	0	0.004321103	0	0.04411468	0	0	0.04637007	0	0	0	0	0.006497804	0	0	0	0.008798381	0.012009857	0.005018349	0.003581851
otu_427	0	0	0.00933102	0.011145005	0.021159096	0	0	0.009821636	0.009676705	0	0.008956933	0	0.009014634	0	0.023742564	0	0	0	0	0
otu_428	0.005492664	0	0.034120385	0	0.030796956	0	0	0.050833553	0.010493176	0	0	0.003412936	0.008408049	0.005415618	0.00581576	0	0.009117764	0.010026309	0.007680961	0.008898186
otu_429	0.006277017	0.005539475	0.019500744	0	0.055600036	0	0	0.22418487	0.005920272	0	0	0.007930079	0	0	0.008106248	0	0.014388835	0	0	0
otu_430	0.037566733	0.010324972	1.0057175	0.06337112	0	0.027552338	0	0	0.76524	0.016931353	0.061256927	0	0.031144768	0	0.01635793	0	0	0	0	0
otu_431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_432	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014946767	0	0	0	0	0.13623331	0.15979187
otu_433	0	0	0	0	0.025773818	0	0	0.018927414	0	0	0	0.011370277	0	0.006075665	0	0	0.005999357	0.011710684	0	0
otu_434	0	0	0.005848289	0	0	0	0	0	0.017071206	0	0	0	0.02420124	0	0	0	0	0	0	0
otu_435	0	0	0.004326749	0	0.045295313	0	0.023883477	0.12772451	0	0	0	0.16681343	0	0	0.025482092	0.007657439	0.057270214	0.05937306	0	0
otu_436	0.008034618	0.09541445	0.017163845	0	0.077359594	0.012566839	0	0.004850281	0	0.00866903	0	0	0	0.011804231	0.07072839	0	0	0	0.012139199	0.007003916
otu_437	0	0	0	0	0.013985612	0	0	0.016323524	0	0	0	0.002930915	0	0	0	0	0.010211642	0.006499836	0	0
otu_438	0.008662375	0	0.14688134	0	0	0	0	0.00779574	0.015946465	0	0	0	0	0	0	0	0	0	0	0
otu_439	0	0.017484987	0.011104945	0	0.006092937	0	0.018180791	0.0582668	0.02850443	0	0	0	0.048293818	0.06351382	0	0	0	0.017381197	0.11331992	0.10255131
otu_440	0.04202331	0.18953821	0.012656981	0	0.19080126	0	0	0	0	0	0	0	0.0428369	0	0.13566986	0.008978485	0	0	0	0
otu_441	0	0	0.019163514	0	0.005479232	0	0	0.015805738	0	0	0	0	0.008334325	0.008633983	0	0	0	0	0	0
otu_442	0	0	0	0	0	0	0.006036495	0.06861816	0	0	0	0.005599933	0	0	0	0	0.017454537	0.005666929	0	0
otu_443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14417203	0	0	0
otu_444	0	0	0.2884074	0.030911354	0	0	0	0	0.012919175	0	0.026419306	0	0.02550371	0	0	0	0	0	0	0
otu_445	0	0.013367823	0.009727629	0.005778783	0	0	0	0.011936481	0	0	0	0	0.08551724	0.059880536	0	0	0	0.006765985	0.07581578	0.05562688
otu_446	0.005728642	0.023181265	0	0	0.006512852	0.026458498	0.024657357	0.04687826	0	0.032109376	0	0.006811638	0.031085942	0.048536956	0	0	0.006672761	0.034446977	0.053986583	0.04788017
otu_447	0.031574924	0.022858467	0.028142564	0.20537558	0	0.004147535	0	0.003349308	0.02180495	0	0.25190023	0	0.082128786	0	0	0	0	0	0	0
otu_448	0	0	0.09269213	0.006286737	0.005352626	0	0	0	0.016220698	0	0.006592961	0	0.006191929	0	0	0	0	0	0	0
otu_449	0	0	0	0	0	0	0	0.049842674	0	0	0	0	0	0	0	0	0	0	0	0
otu_450	0	0	0	0	0.006463688	0	0	0	0	0	0	0.011735951	0	0.007902238	0	0	0.011748546	0.02562598	0.01270524	0
otu_451	0	0	0.006359731	0	0	0	0	0	0	0	0	0	0.0908898	0.011998153	0	0	0	0	0.03953424	0.04813096
otu_452	0	0.020337984	0.03277617	0.020385213	0.006947177	0	0.004507881	0.032277253	0	0	0.011665933	0	0.24500768	0.08836844	0.008205103	0	0	0.016541308	0.10771891	0.11215918
otu_453	0	0	0.017389147	0.008101231	0	0	0	0.009945937	0	0	0.006421763	0	0.008995018	0	0	0	0	0	0	0
otu_454	0	0	0	0.1193893	0	0	0	0	0	0	0.20071517	0	0	0	0	0	0	0	0	0
otu_455	0	0	0	0	0	0	0	0	0.003439847	0	0	0	0	0.018429767	0	0	0.00701128	0	0.04739849	0.026149817
otu_456	0	0	0	0	0.018132834	0	0	0.016451817	0	0	0	0.003011315	0	0	0	0	0.010831726	0.007335083	0	0
otu_457	0	0.011449969	0.015931327	0	0.07324343	0.005500364	0.010750421	0.035132326	0.007219993	0	0	0.032940075	0.007902699	0.012202634	0.026527384	0.008575339	0.03223401	0.030577399	0.012317745	0.015724586
otu_458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_459	0	0	0	0	0	0	0	0.002744973	0	0	0	0	0.012084181	0.011574329	0	0	0	0	0.010319795	0.010204329
otu_460	0	0.01248216	0	0.022400271	0	0	0	0.3464911	0	0	0.013692068	0	0.32356793	0.011011347	0	0	0	0	0	0
otu_461	0	0	0	0	0.016722618	0	0	0	0	0	0	0	0	0	0	0.15304826	0	0	0	0
otu_462	0.055257462	0.00804011	0.21988901	0	0	0.0064625	0	0	0.10584784	0	0	0	0.01562539	0	0	0	0	0	0	0
otu_463	0	0	0.004786021	0	0.01426565	0.017758496	0	0.005812163	0	0.013396282	0	0.008913522	0	0	0.012740765	0.028390296	0	0	0	0
otu_464	0	0	0	0	0	0	0	0.005843511	0	0	0	0	0	0	0	0	0	0	0	0
otu_465	0	0	0	0	0	0	0.009817782	0.012423012	0	0	0	0	0.026366564	0.02016656	0	0	0	0.021976618	0.041826025	0.05478023
otu_466	0.04593971	0	0.041036773	0.020765193	0.036477305	0	0	0.00781438	0.1257568	0	0.015576829	0.005319907	0	0	0.06210425	0	0	0.008295014	0	0.015289802
otu_467	0	0.009597451	0.012331907	0.005354013	0.06120328	0	0.005123081	0.04925041	0	0	0.00498525	0.023335509	0	0	0.029493138	0.009422509	0.013625342	0.010637797	0	0
otu_468	0	0	0.005486921	0	0.011662404	0	0	0.09115162	0	0	0	0	0	0	0	0	0	0	0	0.007921664
otu_469	0	0	0	0	0	0	0	0.06869293	0	0	0	0	0	0	0	0	0	0	0	0
otu_470	0.013829442	0	0.00592917	0	0.012751275	0	0	0.06213407	0	0	0	0.007537091	0	0.005446329	0	0	0	0.008828214	0.006678974	0
otu_471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006515407	0
otu_472	0.004271787	0	0	0	0.005299789	0	0	0.01838606	0	0	0	0	0.01559975	0.003981465	0	0	0	0	0.012086227	0.009501428
otu_473	0	0	0.22990553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_474	0	0	0.02213742	0.00369825	0.008300833	0	0	0.043701418	0.003585722	0	0	0	0.008945444	0	0	0	0	0	0	0.003927344
otu_475	0	0	0.009801599	0	0	0	0	0	0.047343448	0	0	0	0	0	0	0	0	0	0	0
otu_476	0.010743294	0.02648612	0.017643709	0.024580851	0	0.004997541	0	0	0.004741149	0	0.007909175	0	0.05421791	0.025660163	0	0	0	0	0.003919414	0.007798436
otu_477	0	0	0	0	0	0	0.03664766	0	0	0	0	0.009044706	0	0.018048275	0	0	0.008937231	0.07597009	0.251352	0.16016378
otu_478	0	0	0.009846722	0	0	0	0.00383348	0	0	0	0	0	0.0228356	0.007275336	0	0	0	0	0.00605776	0
otu_479	0.103691995	0.08261242	0.11429751	0	0.019818716	0.03540023	0	0.003658333	0.790624	0.023611676	0	0	0.03470963	0	0.0616673	0	0	0	0	0.00967207
otu_480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010380749	0.029383257
otu_481	0	0	0.01821158	0	0.01614581	0	0	0.031282272	0	0	0	0	0.010936153	0	0	0	0	0	0	0
otu_482	0.23586127	0.023874857	0.16895491	0.023101345	0.064304754	0.01582619	0	0.003581773	0.20940107	0.009383597	0.020292588	0	0.007700837	0	0.045010213	0	0	0	0	0
otu_483	0	0	0.015513669	0	0	0	0.004708255	0.007972791	0.007519485	0	0	0	0.018439487	0.01528675	0	0	0	0.009908889	0.017119994	0.022797436
otu_484	0	0	0	0	0.027394582	0	0.024765924	0.08631871	0	0	0	0.015521605	0	0	0	0	0.081173	0.03569822	0.073619366	0.048706807
otu_485	0	0	0	0	0.012600849	0	0	0	0	0	0	0	0	0	0	0	0.020276584	0	0	0
otu_486	0	0	0.011010271	0	0.013346724	0	0	0.020082727	0.002990131	0	0	0	0	0	0	0	0.005475022	0.003802107	0.002559823	0.003056509
otu_487	0	0	0	0	0	0	0.02162867	0.007781083	0	0	0	0.17411944	0.02411261	0	0	0	0	0.1424697	0	0
otu_488	0	0.027649615	0.030665087	0	0.011749609	0	0.007714133	0.14199485	0.016507935	0	0	0	0.02833468	0.021523466	0	0	0	0.013913886	0.005440722	0
otu_489	0	0	0	0	0.007241936	0	0.03856883	0.010455703	0	0	0	0.012756718	0	0.028715398	0	0	0.015771516	0.06335376	0.10433096	0.06822063
otu_490	0.008866849	0.04196897	0	0.006461324	0.005127562	0.051451158	0.027019052	0.027990755	0.008043777	0.06274041	0	0.007537273	0.034879442	0.08738151	0	0	0.005204778	0.037327185	0.082963854	0.06197189
otu_491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_492	0	0	0	0	0.019533312	0	0.003797059	0.007787815	0	0	0	0.008523157	0	0.006367601	0	0	0.009491489	0.011683364	0.007899963	0.007052152
otu_493	0	0.017122114	0.012436466	0	0.027678214	0	0.07907884	0.15902814	0	0	0	0.018042859	0.029019598	0.046477452	0.02057937	0	0.02570951	0.17597233	0.093473956	0.07989978
otu_494	0	0	0	0	0	0	0	0	0	0	0	0	0.015286375	0.009178463	0	0	0	0	0.027299074	0.07453842
otu_495	0	0	0	0	0.013166994	0	0.008550053	0.049266458	0	0	0	0.007965848	0.059201833	0.019022282	0	0	0.004715722	0.010522818	0.006377915	0
otu_496	0	0.01895405	0	0	0.007031793	0.08798797	0.013258043	0	0	0.11849235	0	0	0	0.058655348	0	0	0.013443573	0	0.009601191	0
otu_497	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038527526	0	0	0	0	0.14467816	0.04670197
otu_498	0	0	0	0	0	0	0.010884758	0.045445893	0	0	0	0.010869783	0	0	0	0	0.005920555	0.013058968	0.010515756	0.0081278
otu_499	0.010862656	0.03408692	0.027960038	0.04577783	0	0.005497837	0	0	0.006447225	0	0.013090258	0	0.11264405	0.039848603	0	0	0	0	0.005560168	0.01094243
otu_500	0	0.008007438	0.4899558	0.021398686	0.005378472	0	0	0	0.23077548	0	0.01835741	0	0	0	0.012165585	0	0	0	0	0
otu_501	0	0	0.007971874	0.006598997	0	0	0	0	0	0	0	0	0.08707934	0	0	0	0	0	0	0
otu_502	0	0.0826001	0	0	0.071647294	0	0	0.010044805	0	0	0	0.00981956	0	0	0.07389988	0	0	0.03227294	0	0.007909076
otu_503	0	0	0	0	0	0	0	0	0	0	0	0	0.093472235	0.028047867	0	0	0	0	0.05428648	0.07726284
otu_504	0	0.022102151	0.013121576	0.015906049	0.01217576	0.006440325	0.007069248	0.006583024	0.01108163	0.005390432	0.012123525	0.003580281	0.101152875	0.035171095	0.011541746	0	0	0.01371175	0.039273877	0.05386394
otu_505	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017634926	0	0	0	0	0.014618551	0.011421564
otu_506	0.1757997	0.080681235	0.19927125	0.016940098	0.082795665	0.013469098	0	0.012270734	0.19149485	0.007716543	0.013149208	0	0.033257753	0.008038024	0.06823548	0	0	0.009814255	0.006360535	0.010525757
otu_507	0.05261951	0.07172317	0.013410218	0	0.15581384	0.018281838	0.007047597	0.03283288	0.0373184	0.01685964	0.005475401	0.007132844	0.014456049	0.018833509	0.062715545	0	0.005021414	0.020682024	0.018522626	0.020307457
otu_508	0	0	0	0	0.010012077	0	0.02648115	0.08389273	0	0	0	0.01512988	0	0.018604027	0	0	0.111148864	0.030217698	0.014066027	0.006002409
otu_509	0	0	0.051462647	0	0	0	0	0	0	0	0	0	0.06268874	0	0	0	0	0	0	0
otu_510	0	0	0	0	0.02465725	0	0	0	0	0	0	0	0	0	0.10382266	0	0	0	0	0
otu_511	0	0	0.016755711	0.017949525	0	0	0	0	0.05715355	0	0.012628284	0	0.0921991	0	0	0	0	0	0	0
otu_512	0	0.013631438	0.007128612	0	0.04620783	0.007905251	0.06722556	0.124978594	0.009542809	0.009139964	0	0.041912284	0.01104101	0.022028198	0.027587198	0.007942577	0.05586181	0.11142451	0.03735646	0.028764114
otu_513	0	0	0	0	0	0	0	0.011869487	0	0	0	0	0.04456062	0.018345367	0	0	0	0	0.02560158	0.04788281
otu_514	0	0	0.005449849	0	0.006674137	0	0	0.014920911	0	0	0	0	0	0	0	0	0	0	0	0
otu_515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3626119	0	0	0	0
otu_516	0	0	0	0	0.007628909	0	0	0.006673017	0	0	0	0	0.006205417	0.008297635	0	0	0.02339773	0.006490505	0.010742407	0.009199292
otu_517	0	0	0.00708458	0	0.005422183	0	0	0.002313907	0.049327277	0	0	0	0.055631824	0	0	0	0	0	0	0
otu_518	0	0	0	0	0	0	0.052814323	0	0	0.006867998	0	0.020428227	0	0	0	0.010492204	0.18448558	0	0	0
otu_519	0	0	0	0	0.18395597	0	0	0	0	0	0	0	0	0	0.015633298	0	0	0	0	0
otu_520	0	0.027494047	0.007738854	0.023802558	0.027432537	0	0.081380926	0.02400148	0	0	0.01277734	0.008771163	0.04943094	0.0546275	0.023126746	0	0.006059484	0.05521721	0.10908156	0.1341743
otu_521	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039415676	0	0	0.007260738	0	0.027512757	0.009047863
otu_522	0	0	0	0	0.007457444	0	0	0	0	0	0	0	0.077728406	0.01981903	0	0	0	0	0	0
otu_523	0	0.007925313	0	0	0.22975834	0	0	0.00609794	0.007110611	0	0	0	0	0	0.019064853	0	0	0	0	0
otu_524	0.01039219	0	0.03392699	0.017672025	0	0.005537848	0	0	0	0	0.011190211	0	0.06732354	0	0	0	0	0	0	0
otu_525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010315674	0.005020946
otu_526	0.01250354	0.027620412	0.040536482	0.016050665	0.008233957	0.005778656	0	0	0.019112144	0	0.009564266	0	0.22558436	0.09959691	0	0	0	0	0.026204266	0.03007111
otu_527	0.01561925	0	0.05060131	0.019657856	0	0	0	0	0.012725976	0	0.015428477	0	0.005547637	0	0	0	0	0	0	0
otu_528	0	0	0.007402799	0.02106392	0	0	0	0	0	0	0.010457899	0	0.05899972	0	0	0	0	0	0	0
otu_529	0	0	0	0	0.007670102	0	0	0	0	0	0	0	0	0	0	0	0.009285857	0	0	0
otu_530	0	0	0	0	0	0	0.039223142	0.023005798	0	0	0	0.017263267	0	0.060179852	0	0	0.028187927	0.04615045	0.0895077	0.08781154
otu_531	0	0	0.06788526	0.022566998	0	0	0	0.050740533	0.24187228	0	0.020121334	0	0.071514845	0	0.066835545	0	0	0	0	0
otu_532	0.005031545	0	0.035814513	0	0.016296193	0	0.006092882	0.24658702	0.008955545	0	0	0	0	0	0	0	0	0.010702412	0	0
otu_533	0	0	0	0	0.008526441	0	0.07839955	0.12845856	0	0	0	0.006129363	0	0	0	0	0.010770821	0.11552978	0.19510552	0.1804978
otu_534	0.011977587	0	0	0	0	0.004483065	0	0	0	0	0	0	0.080530494	0	0	0	0	0	0	0
otu_535	0	0	0	0	0.004869445	0	0	0.018745804	0	0	0	0	0	0	0	0	0	0	0.003673396	0
otu_536	0.015524793	0.010748718	0.17131667	0.011256149	0	0.005678397	0.003467546	0.023122225	0.09808761	0	0.006215276	0	0.22189161	0.042831644	0	0	0	0.020085324	0.027965251	0.03853868
otu_537	0	0	0	0	0.010353381	0	0	0.006066385	0	0	0	0	0	0	0	0	0	0	0	0
otu_538	0.089939915	0	0.13624464	0.098408796	0	0.007802684	0	0	0.11027703	0	0.049398184	0	0	0	0.03301515	0	0	0	0	0
otu_539	0	0.03316648	0.112634085	0	0	0.003482088	0	0	0.14361157	0	0	0	0.007216983	0	0	0	0	0	0	0
otu_540	0.007665387	0.026277287	0.014700112	0	0.029553102	0.011729733	0	0.01305535	0	0.011314566	0	0	0	0.006291251	0.01330149	0	0	0.006364698	0.00509014	0
otu_541	0.15456814	0	0.026104324	0	0.007433087	0.004686318	0	0.010746964	0.054555524	0	0	0	0.013014243	0	0	0	0	0	0	0
otu_542	0	0	0.02420016	0	0	0	0	0.002156123	0.016821628	0	0	0	0.054446183	0	0	0	0	0	0	0
otu_543	0.029841848	0.27423018	0	0	0.33896023	0.1356197	0.006061133	0	0.081095286	0.1488293	0	0.009072701	0.008585932	0.025297787	0.124243595	0.012227237	0.011449535	0.015151657	0.005463632	0
otu_544	0	0.059399996	0	0	0.09070763	0.015127607	0	0	0	0.022756563	0	0	0	0	0.02465084	0	0	0	0	0
otu_545	0.67488486	0.029353542	0.010071538	0.037459683	0	0.03286261	0	0	0.052319393	0.021760339	0.01669474	0	0.019755034	0	0	0	0	0	0	0
otu_546	0	0	0.007015622	0	0.010523721	0	0	0.08418048	0	0	0	0	0.047211852	0.008551816	0	0	0	0	0.017006895	0.013338983
otu_547	0	0	0	0	0.009644347	0	0	0	0	0	0	0	0	0	0.011416994	0	0	0	0	0
otu_548	0	0	0	0	0.013957988	0	0	0.012471931	0	0	0	0	0	0	0	0	0	0.008826445	0	0.00766057
otu_549	0	0.116692096	0.05586764	0	0	0.030266091	0	0	0	0.017512644	0	0	0	0	0	0	0	0	0	0
otu_550	0	0.02175057	0.007643472	0	0	0	0.013639302	0.04437263	0.02238927	0	0	0	0.055551514	0.10104415	0	0	0	0.015667684	0.08401884	0.08306042
otu_551	0	0	0	0	0.007290925	0	0	0.052916907	0	0	0	0	0	0	0	0	0.0093995	0.003772975	0	0
otu_552	0	0	0.01563664	0.017407889	0.020251902	0	0.0098629	0.11060464	0.011315456	0	0.013936188	0.006637116	0.014213473	0.008165999	0	0	0.010952559	0.013344234	0.00457187	0
otu_553	0	0	0	0.030633293	0.013450758	0.016824719	0	0	0	0.012870993	0.0518938	0	0	0	0	0.09733645	0	0	0	0
otu_554	0	0.024711305	0.009856717	0	0.018983733	0.027705444	0.0355891	0.024042938	0	0.04465464	0	0.011963424	0.02563307	0.064130865	0	0	0.038389966	0.026569484	0.045278724	0.03994906
otu_555	0	0	0	0.009411075	0	0	0.005861028	0	0	0	0	0	0.064246915	0.01799931	0.017754827	0	0	0.012951134	0.02254606	0.020020237
otu_556	0	0	0.008496404	0	0.00741263	0	0	0.007642993	0	0	0	0	0.008021141	0.04743607	0	0	0	0	0.046633486	0.06900656
